序号	评分	帖子
268	3.64	268.林黛玉是不是没有树枝，因为她经常说葬花。
269	3.64	269*.现在的娱乐圈真的挺不容易的。
270	3.64	270*.天庭划分风险区域　姜子牙公布封神榜
271	3.63	271.上帝七天都能做个人了，调休七天不能做个人吗？
272	3.63	272.成年人的沉默都是悄无声息的。
273	3.63	273.上海的黑人是不是也叫达克宁。
274	3.62	274.情商很重要，但是你们不重要。
275	3.62	275.我用的不是智能手机吗，为什么能刷到弱智吧？
276	3.62	276.每一个梦都是仅自己可见。
277	3.62	277.每个人是不是都在说着长达几十年的遗言呢?
278	3.62	278.国际足联盛赞卡塔尔世界杯是有史以来最新的一届世界杯。
279	3.62	279.肚里真有墨水：拉黑了。
280	3.62	280.Angelababy的孩子要生下来必须脱颖而出。
281	3.62	281.重庆大学怎么天天都有重大新闻？
282	3.62	282.玉皇大帝被孙悟空打趴下是不是说明他姓玉不强。
283	3.62	283.小明在自助餐厅倒果汁时遭人暗杀，只因他汁倒得太多了。
284	3.61	284.狗是不是因为吃不了巧克力所以拿屎做平替啊。
285	3.61	285.“我学编程都是为了你好”程序员对世界说道。
286	3.61	286.阳光洒在地上，到底是照亮了尘埃，还是隐入了尘埃？
287	3.61	287.我们注册人生的账号时一定同意了某种使用条款：我们只是获得了生命的使用权，但是却从未拥有它。
288	3.61	288*.乌克兰能不能别花钱买热搜了，好好搞军备。
289	3.61	289*.与其把钱存银行，不如把钱交给我  ——劫匪
290	3.61	290.小黄人被电锯杀人狂切成了小黄片。
291	3.60	291.生活充满了苦涩，可惜我吃不得苦，只能涩了。
292	3.60	292.洗米水那么有营养，为什么不用洗米水煮饭？
293	3.60	293.冲动是魔鬼，冲不动是阳痿。
294	3.60	294.收藏被拿出来展览就失去了收藏的本意，不拿出来展览就失去了收藏的价值。
295	3.60	295.垃圾桶收下了遗憾心酸的花朵，草稿箱埋葬着不合时宜的情书。
296	3.60	296.“我最喜欢绑一大哥了！”女绑匪在直播中坦言道。
298	3.59	298*.911遵循国际惯例得塌房。
300	3.59	300.他盖着白布，摆出一副不想理我的样子。
301	3.59	301.初次约会不要去上坟，不然显得墓地性太强了。
302	3.59	302.“我入坑的这些手办现在全没了。”秦始皇哭诉道。
303	3.58	303.对于参加二战这件事，同盟国无法，轴心国无意
304	3.58	304.虽然我只是个实习生，但是我已经和老员工一样完全不想上班了。
305	3.58	305.我一直被你蒙在鼓里，所以你给我的每次打击，我都震耳欲聋。
306	3.58	306.法国人想到一个笑话，果断投了。
307	3.58	307.山东外卖小哥电话通知：“超时我。”
308	3.57	308.“我们公司的利润呢？”　“利润了。”
309	3.57	309.你已经被困住了！王警官向嫌犯窝点投掷高数课本。
310	3.57	310*.明明银行名字前有“何难”，为什么我取个存款还是这么难？
311	3.57	311.水流是鱼的风。
312	3.57	312.黑夜侵犯了白天的隐私，就有了梦。
313	3.57	313.新冠肺炎给美国造成了100万人的死亡，美国为啥还不制裁新冠呢？
314	3.56	314.食人族揍你——打一食物
315	3.56	315.熬夜是对昨天做辅助延长线。
316	3.55	316.会手语的姑娘扇我一巴掌，算不算吻我？
317	3.55	317.生活就是在米缸里种玫瑰。
318	3.55	318.每天早上看着梳子都觉得我应该是在慢性出家。
319	3.55	319*.戈尔巴乔夫终于实现了他的究极艺术：自我解体。
320	3.54	320.夫妻相争三得利。
321	3.54	321.大师把灵异盲盒开光了，什么鬼也没有
322	3.53	322.“偷懒”就很low，“为勤劳的人试错”就很高级。
323	3.53	323*.原来新冠病毒不会传染给宠物啊，怪不得封校了除了学生都能随意进出。
324	3.53	324.“小猫咪，你是不是有九条命啊？”　“我只有一条，因为遇到你我倒了八辈子霉了。”
326	3.53	326.孙悟空72变，猪八戒36变，水浒传108将，会不会是孙悟空和猪八戒演完西游记演的水浒传。
327	3.53	327.被人取笑的同时，我的笑容也被取走了。
328	3.53	328.短篇小说《赌徒》　刚拿了工资，　他去了趟赌场……　全输完。
329	3.52	329*.形容毫无愧疚感的人：自疚能力弱。
330	3.52	330.吴亦凡在法庭狡辩道：“我上边是好的，是下边坏了。”
331	3.51	331.周朝分为大小周两个时期，因违反劳动法灭亡。
332	3.51	332.阮经天胡一天刑天是好朋友，三天两头就聚会。
334	3.50	334.在宿舍摆了一天，原来我是手办。
335	3.50	335.美式霸凌：不准加奶加糖。
336	3.50	336.西门大官人是不是有windows xp？
337	3.50	337*.十几年+驱逐出境，他拿的还是唐僧的剧本。
338	3.50	338.食人族折磨人质是一种虐菜行为
339	3.50	339.刘备忘了录明天的备忘录。
340	3.50	340.选男人就像看动漫，op和ed都要跳过。
341	3.50	341.我和我的梦想是一对情侣，白天我压得她说不出话，晚上她压得我难以入眠。
342	3.50	342.我快要溺亡在平淡如水的生活中。
343	3.50	343.当我看见花开放的时候花就在枯萎了。
344	3.50	344.周朴园哪怕不当老爷也能当个视频up主吧，他那么喜欢鲁侍萍。
345	3.50	345.愚蠢的我弄坏了我的车。　“咯叽咯叽！”修车师傅聪明地一修。
346	3.50	346.周芷若离开张无忌之后就特别喜欢去内蒙古旅游，因为这里有遗忘无忌的大草原。
347	3.50	347.欧洲的同性恋，岂不是白给?
348	3.50	348.钢琴特长生因其钢琴特长无法摆上舞台，遗憾离开节目。
349	3.50	349.“时光机里有人不是很正常的吗？”小明向警方解释抽屉里的尸体。
350	3.50	350.不可能里含有66.66%的可能。
351	3.50	351.时间会不会是一个矢量？我从此刻出发，奔向不同的未来
352	3.48	352.贾宝玉因为一家公司零待遇而加入。
353	3.48	353.这个世界对于笑话来讲是很残酷的，如果不好笑，它甚至活不到下一张嘴。
354	3.48	354.男人就像路上用的钱，有的人是盘缠，有的人是细软。
355	3.48	355.观众觉得亚军跟季军很般配，纷纷让二追三。
356	3.48	356.水泥建成大厦，是山的借尸还魂。
357	3.48	357.暴雨中前进，伞是倒划天空的船。
358	3.47	358.二维生物没有立体概念，我没有时间观念有什么问题吗？
359	3.47	359.宿舍守则:养成良好卫生习惯；加强安全防范意识；原则上不得杀害室友。
360	3.47	360*.短道速滑终点线上，韩国解说兴奋地喊道：韩国选手大宪已到！
361	3.47	361*.上联：生生不息　下联：口口相传
362	3.47	362.资本家让无价的生命变得无价了。
363	3.47	363.这门课是机器学习，为什么要学生参加考试？
364	3.46	364.少儿频道，里面不会有太多北京人参与。
365	3.46	365.“弥勒佛每天啥也不干就知道傻乐，他靠什么渡人？”　“摆渡人。”
