序号	评分	帖子
140	3.72	140.“如此生活三十年，直到大厦崩塌。”1971年入职的美国世贸中心保安在回忆录中写道。
141	3.72	141.淘宝才是最纯净的app，因为只有淘宝不会摇一摇跳转到淘宝。
142	3.72	142.“看看扔子。”刘备接过赵云手中的阿斗说道。
143	3.72	143.顾客就是上帝，所以客观就是主观。
144	3.72	144.遇见电锯杀人狂不要慌，打开抗锯齿就好了
145	3.72	145.佛陀穷极一生攀上高峰却发现超级大便人早就在山顶看着他笑了
146	3.72	146.“五十年真是一晃就过去了！”历史课上睡着的小明感叹。
147	3.72	147.关羽不斩老幼，为什么不派十万老幼去斩杀关羽？
148	3.71	148.熬夜会让人记忆力下降 比如我到了早上六点才想起来忘记睡觉了。
149	3.71	149.前天还有人祝我生日快乐呢，今天怎么没了？
152	3.71	152.周杰伦的《忍者》在迪拜被翻译为《可爱女人》
153	3.71	153.保质期一年的东西，本该过生日的日子，却被扔掉。
154	3.71	154.我是淘宝死忠粉，手机只安装了淘宝和它的多个摇一摇版本app
155	3.70	155.装过屎的大肠有人吃，但装过屎的马桶却有人难以下咽。
156	3.70	156.秦始皇坑儒，为子孙后代储备石油。
157	3.70	157.他们这么恨我，我一定是动到了谁的蛋糕”被追打的蟑螂说道。
158	3.70	158.关于鸡蛋的蛋清好吃还是蛋黄好吃，蛋白粉和蛋黄派争论不休。
159	3.70	159.赫拉克勒斯看到被缚的普罗米修斯说：“想火想疯了吧？”
161	3.70	161.爸爸说要去参加小学同学聚会，结果到场的都是成年人，现在读小学的都是成年人吗？
162	3.70	162.如果屈原觉得不应该说端午快乐，那他为什么不冒个泡？
163	3.70	163.说明书是书，书是人类进步的阶梯，说明书是人类进步的阶梯。
164	3.70	164.程昱建议曹操不要小瞧周瑜，曹操说可以不要周瑜。
165	3.69	165.因员工本月加班超过44小时违反了劳动法，企业将员工告上法庭。
166	3.69	166.沥青那都是烂大街的玩意了。
167	3.69	167.当代大学生精神状态是真的很差，不然怎么那么多大学附属医院。
168	3.69	168.公司老板果然是伯乐，一眼就看出来我是牛马
169	3.69	169.写遗嘱的时候因为拖延症错过了deadline怎么办？
170	3.69	170.三十岁当爹，又当又立。
171	3.69	171.英语听力考试总是听到两个人在广播里唠嗑，都干扰我做题了。怎么能把那两个人撵走？
172	3.69	172.王警官在抓捕行动中不知好歹，误将歹徒中内应击毙。
173	3.69	173.为什么医院床位那么紧张，不弄成上下铺呢?
174	3.69	174.刘备一惊，筷子落在地上。还好此时空中惊雷炸响，机智的刘备借着雷声的掩饰，砸开污水管道爬走了。
176	3.69	176.我们把老师比作园丁，是不是因为学生太菜。
177	3.68	177.穿戴整齐站在桥边会被人当成自杀但是如果你只穿内裤别人就会觉得你是要跳水。
179	3.68	179.P和T合照，P很漂亮了，PPT吧。
180	3.68	180.新年将至，每个美国家庭都会购置来福枪祈求来年的平安好运。
181	3.68	181.宁教我负天下人，休教天下人发现。
182	3.68	182.每次喝塑料瓶里的水都要往里面扔石头好麻烦啊！
183	3.68	183.为了维护车祸案发现场，王老汉毅然将汽车停在了伤者身上。
184	3.67	184.匡衡凿壁偷光，被邻居骂削壁崽子。
185	3.67	185.上海富婆对小明说：“记得来沪上阿姨”
186	3.67	186.本想年初一和女朋友领证，可惜民政局又没开门，只能明年再试试了
187	3.67	187.蹲坑的时候突然大小便失禁了怎么办?!
188	3.67	188.车同轨方便游历，书同文方便讲学，我们儒生的好日子就要来了！
189	3.67	189.秦始皇统一五十州之后，规定性别只有两种。
190	3.67	190.资本主义萌芽没有得到发展是因为早有清廷立上头
191	3.67	191.“酋长让你多做点肉干，赶快去干活。”　“我不干，有的是人干”食人族厨师指着不远处的架子说。
193	3.66	193.“我们清清白白！”溥仪和清廷告别。
194	3.65	194.“摩斯密码是什么字体？”　“线粒体。”
195	3.65	195.贾宝玉出生时嘴里含着玉为什么不取名叫宝国？
197	3.65	197.电影院为了给观众视觉上的冲击，工作人员开场时向观众投掷震爆弹。
198	3.65	198.网红刽子手全国巡砍
199	3.65	199.“那个四字的流量是真的多啊！”　“哪个四字？”　“中国移动。”
200	3.65	200.每年死于交通事故的鲨鱼几乎为零，可见鲨鱼十分遵守交通规则。
201	3.65	201.“您好，我已到达约定位置，请尽快上车。”　“我人不在家，你先放快递柜吧。”
202	3.65	202.杀我的凶手却在独自落泪，我不禁疑惑：这比杀了我还难受。
203	3.65	203.阎王叫我三更死，但我没有去报道还保留应届吗？
204	3.64	204.硬盘把数据导出来为什么没有变成软盘？
205	3.64	205.比较早熟，在别的小朋友还在丢手绢的时候，我就已经开始****了。
206	3.64	206.“创”兼具了诞生与毀灭。
208	3.64	208.长期不自杀等于慢性自杀！
209	3.64	209.喜欢哥哥的颜值是哥哥的颜值粉，喜欢哥哥的演技是哥哥的演技粉，那**粉喜欢哥哥什么啊？
210	3.64	210.和尚逛漫展，化二次缘
211	3.64	211.伯邑考:你不要从别人嘴里了解我。
212	3.63	212.出院那天，我的心理医生告诉我：没钱别找他聊天。
213	3.63	213.“杨洋这么油，刘亦菲是怎么答应和他拍戏的？”　“她是美国人。”
214	3.63	214.美国的rgb运动，白人获得了255，255，255的高分
215	3.63	215.“他应该是不想干活。”王警官指着从河里捞上来的尸体说。
216	3.63	216.能不能不要开肯尼迪的玩笑了，开玩笑也要有个头。
217	3.63	217.开学不是37开也不是46开，而是91开。
218	3.63	218.灯神，我现在一米五三，想变成一米八！　没问题！“啪”　可是我没有变化啊？　现在是九进制的世界了～
219	3.62	219.“你每天都在地域黑，能不能反省一下？”　“ok，反哪个省？”
220	3.62	220.人不学的下一句是什么来着。
221	3.62	221.什么东西和“机”“美”有关，本来有两根，后来掉了？——正确答案：双子塔
222	3.62	222.经过一番调查，王警官终于在被害人身上找到了属于被害人的DNA。
223	3.61	223.房东把房租给我，为什么不把房租给我？
224	3.61	224.高考出分了，想咨询各位学长学姐平时用什么方法提纯铀235呢？
225	3.61	225.只有斌斌遵守了规则:玩累了就睡觉。
226	3.61	226.敌军来犯，一群书生商讨御敌之策，有人建议在敌军必经之路上埋下伏笔。
227	3.61	227.月光其实是反射的日光，所以想白月光本质上还是想日。
228	3.60	228.安禄山老是向唐明皇敬酒，皇帝笑称：“胡人总灌君。”
229	3.60	229.女娲对着天上划过的流星许愿：“别有洞天。”
230	3.60	230.小明住进凶宅却遇到了灵魂伴侣。
231	3.60	231.孙膑出门，但足不出户。
232	3.60	232.白骨精头疼是看骨科还是脑科？
234	3.59	234.我要睡进安检机里，看看我梦里到底有什么危险东西。
235	3.59	235.神庙屋顶漏水，永远滴神。
236	3.59	236.我从1一直数到了10000都没有发现两个完全相同的数字。
237	3.59	237.“女士您好，您点的青山惊梦、金桂摇香、云间烟火、丝绒夏光、白鹭微霞、健康膳食溶液、清凉快乐因子，冬日的第一杯初恋好了！”　“老板，你做错了，我点的去冰！”
238	3.59	238.耶稣为什么不伸出手掌为肯尼迪挡下子弹？
239	3.59	239.我睡前锤了两下我的枕头，现在不敢睡觉了。它是个记忆海绵枕头，我好害怕它记仇半夜起来给我两拳。
241	3.58	241.古代人上交粮食来抵徭役，算不算一种麦当劳。
242	3.58	242.我室友玩文明6时说脏话，那他还是文明玩家吗？
243	3.58	243.梅侍萍：“我怀孕了，孩子是你的。”　周朴园：“侍萍不能劈，所以是真的。”
244	3.58	244.女装男也是一种男装女
245	3.58	245.肥胖的法老去世了，大家很难绷。
246	3.58	246.因为不满职场上人人都戴着面具的工作氛围，潜水员愤而辞职。
247	3.57	247.年轻人时间不要总放在游戏娱乐上，去中个五百万对自己的提升真的很大。
248	3.57	248.既然高考是看排名的，那大家为什么不都考0分呢？这样人人都有大学上了。
249	3.57	249.饭后百步走，作诗十四首。
250	3.57	250.有没有一种可能，情敌其实不是敌人，而是同好
251	3.57	251.张老汉耍流氓被流氓告上法院
252	3.57	252.伟大的沙皇陛下走进大殿，一众大臣欢呼：“看，大沙陛来了！”
253	3.57	253.薛定谔的猫死于开盒
254	3.57	254.美国登月当然是真的，如果美国登月是假的，那为什么我们登月的时候没有看到一个月球原住民呢？
255	3.57	255.陈睿和商鞅，真是旱的旱死涝的涝死
257	3.57	257.“请用‘大人有大量’造句。”　“和大人有大量财富。”
258	3.56	258.秦始皇东巡偷偷带回一车咸鱼，为掩盖臭味竟果断猝死。
259	3.56	259.今日割十城，明日割五城，日取其半，万世不竭。
260	3.56	260.把一小块玻璃渣子刺进肉里一直不取，这样就有东西会疼你一辈子了。
261	3.56	261.为了让舰队内部铁板一块，麦克阿瑟将军把战舰拆的就剩一块铁板。
262	3.56	262.善用短语可以凑字数，比如说比如说，还有就是还有就是，以及以及。
263	3.56	263.梦里卖煎饼果子，纯纯的脑摊。
264	3.56	264.《蝙蝠侠大战超人》殴亨利式结尾。
265	3.56	265.飞机上那么壮观的景色，居然没有任何一首古诗能将其描绘到位
266	3.55	266.学土木工程的小张为了找工作，进了一个搞基建的群。
267	3.55	267.我的钱只花在网游上，因为网络是把双刃剑，钱要用在刀刃上。
268	3.55	268.偷功德箱里面的钱算不算提现
269	3.55	269.人类真是一届不如一届，现在的小孩都退化到需要猿辅导了。
270	3.55	270.水是万物之源，那水又起源于哪里呢？起源于水母。
271	3.55	271.校长对施工队说：“让你们建校了。”
272	3.54	272.皇帝晒太阳，身后产生了影帝。
273	3.54	273.手机每天都在我身上 我会不会其实是手机支架。
274	3.54	274.唐僧西行前受到鼓励:“莫愁前路无知己，天下谁人不食君?
275	3.54	275.现在国内的手机基本都是套壳的，能买到的猪肉也基本是阉割版。
276	3.54	276.氧气占空气体积约五分之一，所以每次呼吸都有五分之四的概率憋死。
277	3.54	277.为了增加虚拟偶像的真实感，公司决定以其名义偷税漏税。
279	3.54	279.职业杀手通过谋杀进行谋生。
280	3.54	280.小马过河，牛说简单，鼠道难。
281	3.54	281.大禹治水三过家门，妻子直呼：禹治波又。
282	3.53	282.被判了诛九族，无语了家人们。
284	3.53	284.明明沉下去的是杰克，为什么有鱼香的是肉丝呢？
285	3.53	285.∵美国区号是+1，美国报警是911　∴中国区号是+86，中国报警是996
286	3.53	286.商鞅说，五驹就是快。
287	3.53	287.研究调查发现，魏晋南北朝的儿童早熟率比其他时期的更高。
288	3.53	288.没做好总比没做好。
290	3.53	290.王警官追捕犯人时竟被对方拉黑只得作罢。
292	3.52	292.自从面馆使用客户端之后生意一落千丈，许多客户反应端面的时候碗太烫了。
293	3.52	293.前途似锦，怪不得我一个穷人买不起
294	3.52	294.二十三岁的我已经是个五岁的大人了。
295	3.52	295.“我这里有些好康德” 说完杰哥就拿出了精装本三大批判。
296	3.52	296.我在弱智吧都投稿了三十多篇了，怎么导师还是不让我毕业？
297	3.52	297.“苏联人态度为何如此恶劣？”　“斯大林，什么鸟都有。”
298	3.52	298.“这个发出来要被冲的”——我劝本子画师。
299	3.52	299.一年最后一天是12月30，所以上半年应该是到6月15。
300	3.52	300.魏延参加非诚勿扰竟不小心踢灭所有灯
301	3.52	301.既然700分能上四年清华，那我考350是不是只能上两年?
302	3.52	302.梵高死后他的画那么值钱，那他活着的时候为什么不装死呢？
303	3.52	303.某全国连锁店遭受雷击竟导致全国各地的店员全被电死。
304	3.52	304.色是刮骨刀，华佗给关将军放了一段黄片。
305	3.52	305.为什么北京人不能当程序员？因为咱们老北京人，一大早就这么溢出。
306	3.52	306.窗户是永恒存在的画展。
307	3.52	307.岳飞出征，百姓齐声夸赞：“暴金毙咯。”
308	3.52	308.秦惠文王对商鞅很好，做牛做马地把他拉扯大。
310	3.50	310.会哭的孩子有奶吃，父母给孩子取名莫喊莫得。
311	3.50	311.如果病毒不会通过网线传染，为什么不用网线制作防护服呢？
312	3.50	312.“你这太阳保熟吗？”　“不熟，今天是生日。”
313	3.50	313.建立柏林墙简直就是一举两德。
314	3.50	314.老师发现男同学身上绑了粉色的炸弹遂批评不够阳刚。
315	3.50	315.“我想和这个世界好好谈谈。”于是我发表了《与世长辞》。
317	3.50	317.面对控方律师的铁证如山，辩方律师不慌不忙地使出了愚公移山。
318	3.50	318.当我宣布自己是个loser，别人却说我不是，我感觉我更失败了。
319	3.50	319.一身反骨的小明找中医做了正骨后惨遭湮灭。
320	3.50	320.你不喜欢我啊，那你审美还不错的，我更喜欢你了。
321	3.50	321.奶牛的英文是cow，所以牛奶的英文是woc。
322	3.50	322.屈原投江时年62，正所谓少不入川。
323	3.50	323.既然大学生都喜欢坐后排，为什么老师不在教室后面讲。
324	3.50	324.人往高处走，水往低处流，人的80%是水，所以大部分人就算到了高处也还是下流的。
325	3.50	325.大家都说爸爸的爸爸叫爷爷，妈妈的妈妈叫姥姥，可是从来没有人告诉过我哥哥的哥哥叫什么？——叫张发荣。
326	3.50	326.王老汉老婆质问王老汉:我和婆婆掉岩浆里，你跳下去先救哪个?
328	3.49	328.科学家说地球上智商第二高的生物是黑猩猩，那第一高的是谁啊？
329	3.49	329.人类每天都盖被子睡觉，所以人类是被子植物。
330	3.48	330.美国是个自由的国家，但既没有自己的字，也没有自己的油。
331	3.48	331.这股市年纪轻轻的怎么一股跌味？
332	3.48	332.恋爱脑，是两种我没有的东西。
333	3.48	333.当你夸别人品味好，其实是在夸自己品味好。
334	3.48	334.姓名：林正英　性别：男　职务：大战僵尸
337	3.48	337.卖完地赚了一大笔钱的王老汉开心的笑了。
338	3.48	338.非常乐观＝绝对音感。
339	3.48	339.我有鱼鱼症，被网抱的话很有可能死掉。
340	3.47	340.葬身之地翻译成日文，是不是死啦死啦地？
341	3.47	341.把地球倒置，我用撒哈拉沙漠计时。
342	3.46	342.安检员不安地发现这个包袱响了。
343	3.46	343*.记者：C罗，请问是什么让你今晚落下泪水？　C罗：摩洛哥逼的。
344	3.46	344.“手心手背都不是肉。”耶稣十分愤怒。
345	3.46	345.地狱里全是我那些爱讲地狱笑话的朋友一定很有趣。
346	3.46	346.果蝇对摩尔根说：“看我眼色行事。”
347	3.46	347.相信细心的观众已经发现了，这个世界就是一坨大狗屎。
348	3.46	348.小明一出生就没有手，原来是注册账号时忘记领新手礼包。
349	3.46	349.既然未成年人玩手机有各种限制，那不如将手机列为成人用品。
352	3.46	352.大臣对国王说，我只要棋盘第一格放1粒米，第二格放2粒米，第三格放4粒米……聪明的汉景帝听罢，举起棋盘，一下就解决了问题。
353	3.45	353.被送去做绝育的哈士奇愤怒地问大夫：“割本哈根？！！！”
