序号	评分	帖子
102	3.95	102.王警官大喊：“我被四面包抄了！”不久，同事们救出了被四块面包凌辱后的王警官。
103	3.95	103.领导半个月没从办公室出来，原来是偷偷搞腐败。
104	3.95	104.别的理财方法弱爆了，我教你一招，开春把所有的钱买一大块冰，年化百分之百。
105	3.94	105.亲爱的游客们，现在我们踩着的这个，就叫阔刀地雷。
106	3.94	106.“放假的人多轻松”小明抱怨奶奶让他在田里吓鸟。
107	3.94	107.老板说：“我就是规矩！”　小明把老板杀了，说道：“规矩是死的，人是活的。”
108	3.94	108.地球上70%的区域都是水，所以人一出生就被溺死的几率也是70%。
109	3.94	109.涂了剧毒的刀子是致命的，消过毒的刀子怎么也会捅死人？
110	3.94	110.葬礼这么严肃的地方，照片里的人还好意思笑。
111	3.94	111.贞子征婚，要求男方心里有鬼。
112	3.93	112.小明对老师说自己的目标是当红巨星，不料被识破太阳的身份。
113	3.93	113.-“盖帽就说盖帽，为什么要说盖了帽了？”　-“北京话就这么说。”　-“那你给我一了百了。”
114	3.93	114.去接亲的新郎被堵在门口，连答五十道题之后才发现误入数学补习班。
115	3.93	115.“如果被绑架了你就眨眨眼！”，人质一边点头一边眨眼被贷款了20w。
116	3.92	116.都说光阴似箭，我这几年确实也过得像矢一样。
117	3.92	117.人类和机器人约架，约定双方各带100人。次日1个机器人要对战25个人类。
118	3.91	118.警惕：吃饱后自杀可能会要了你的命！
119	3.91	119.报案人说死者10:00被发现时就没有温度了，死者家属提出异议。　因为温度只有高和低，不应该“没有”。
120	3.91	120.公司冰箱有股尸臭，同事纷纷否认称不是自己的尸体。
121	3.91	121.燕窝那么贵，燕子是怎么挣出那么多钱的？
122	3.91	122.十万块钱是什么概念呢？我不吃不喝的话，一个月才三十天。
123	3.91	123.斩首的时候刽子手没按规定操作导致犯人死亡。
124	3.91	124.写“回”字，不小心把里边那个口写外边了。
125	3.91	125.又不缺胳膊少腿的，路易十六怎么不去上班？
126	3.91	126.王警官在案发现场仔细调查了四周环境，荣获警局二月最佳全勤奖。
127	3.91	127.接下来是本次葬礼的扔捧花环节。
128	3.90	128.我不小心把碗打碎了，被盘问道：“你把我兄弟怎么了？”
129	3.90	129.水能导电，为什么不直接用长江输电？
130	3.89	130.六个字概括上班路：出发点是好的。
131	3.89	131.亲亲很抱歉手术失败了，这边给您申请补偿5元您看可以吗？
132	3.89	132.项羽困死在垓下的时候为什么不睡觉？
133	3.89	133.“发现舍友偷我内裤怎么办？”　“我觉得你最好跟他谈谈。”　一天后　“谢谢，已经谈上了。”
134	3.89	134.如果让全世界所有的麦当劳员工手拉手站成一行，那你就只能自己动手做麻辣鸡腿堡了。
135	3.89	135.你已登上瞎子排行榜前十名，快来看看吧！
136	3.88	136.强势老婆要求儿子性别随她我该怎么办？
137	3.88	137.“我怎么没马眼啊？”瞎几把说。
138	3.88	138.牛是前半生，土是后半生。
139	3.88	139.崇祯真是个昏君，李自成都打进北京了，他可倒好，事不关己高高挂起。
140	3.88	140.很多算命摊子上为什么会写着“不准不收费”？强制收费吗？
141	3.88	141.包容是最伟大的品质，不接受任何反驳。
142	3.88	142.给狗狗喂药总是被吐出来怎么办？专家建议：用象牙把药包起来。
143	3.88	143.䪭，念ruǎn，只有一个读音，是一个多音字。
144	3.88	144.绑匪要求支付宝转账一千万才释放人质，经过谈判，终于同意通过微信转账。
145	3.87	145.转专业学医我加倍努力，普通人要学8年才能轮转，我一天学习20个小时，短短三天就进了医院。
146	3.87	146.火车那么吵，卧轨的人是怎么睡得着的?
147	3.87	147.子在厂里曰：“厚。”
148	3.87	148.王警官到达犯罪现场勘察过后宣布这是1室2厅。
149	3.87	149.如果物理学真的不存在了，那高考分数就会变成650分。
150	3.86	150.冷知识：从商朝到战国仅仅经过两周。
151	3.86	151.古代天子只用四匹马，凭什么商鞅能用五匹?
152	3.86	152.现在兵来将挡，那将来怎么办？
153	3.86	153.蚊子这么小都进不去蚊帐，你们是怎么进去的？
154	3.86	154.小三一脚踹开酒店房门发现夫妻俩在床上鬼混。
155	3.85	155.见到有人溺水，我向水里面倒浓硫酸，利用吸水性把水吸走救人。
156	3.85	156*.过五关斩六将是因为收了20%关税吗？
157	3.85	157.从行政区划和商品价格两个方面来说，超市就是省。
158	3.85	158.德国孩子做ct，发现身体里有父母埋下的油纸包装的备用器官。
159	3.85	159.只有凶手知道犯罪手法和藏尸地点，所以只要让凶手当警长就能百分百破案了。
160	3.85	160.我在评论区发几把，结果几把被吧务吞了。
161	3.85	161*.上一次两架飞机就让五角大楼这么热闹还是在2001年。
162	3.84	162.养老院夏令营：别让你家老头输在终点线。
163	3.84	163.怎么还没到地库？你这个忘摁负一的家伙！
164	3.84	164.云就是喜欢跟风。
165	3.84	165.人工增雨是人工降雨。
166	3.84	166.我比你大一届，也算是你的先考。
167	3.84	167.为了证明自己比皇帝厉害，魏忠贤下令编纂《皇帝不及太监集》。
168	3.84	168.一只麻雀被双子塔缠住，美国总统决定派飞机撞断双子塔让其停电，救下了小麻雀后，所有人为此欢呼。
169	3.84	169.曹丕称帝，把皇帝赶到船上看看船下沉了多少。
170	3.84	170.既然丁克的意思是一辈子都不要小孩，所以丁克是一种谥号，只有死后才能追封。
171	3.84	171.“早”我对蝙蝠夫妇说。　“苗”他俩回应道。
172	3.84	172.“我最大的心愿就是倾听人民群众的呼声。”夜间入室盗窃的小偷说道。
173	3.84	173.脱口秀演员和医生有什么区别？　一个是没学历专业要求，大家拉帮结派，跨行业更吃香；　另一个是脱口秀演员。
174	3.83	174.中国牛排第二，这么说不违反广告法。那第一呢？第一是老鼠啊。
175	3.83	175*.华山论剑结果公布:本届比赛选出的五绝仅四人，理由是西毒被封存了。
176	3.83	176.看到鲁提辖三拳打死镇关西，读者惊呼：“此是古**！”
177	3.83	177.论文导师问我写这段是什么意思，我说不可以解释笑话。
178	3.83	178.山东女程序员编的软件能放在电脑桌面上吗？
179	3.82	179.“太原神了！”小明到山西旅游后赞叹道。
180	3.82	180.夕阳下我跳进大海，浪漫过头了。
181	3.82	181.你感冒了怎么不吃药，成天靠你那个B细胞。
182	3.82	182.健康状态不好的人身体这几处会说话，首先就是嘴巴。
183	3.82	183.我认为《三国演义》塑造最好的人物是罗贯中，把罗贯中从一个普通文人塑造成了名著作家。
184	3.82	184.　1. 谐音梗相对来说比较容易创作出来，成本低。　2. 谐音梗的使用环境更广，很好用。　3. 谐音梗有过一段被排挤嫌弃和排挤的历史。　所以谐音梗是黑人。
185	3.82	185.“兄弟，你好香。”　“你也是。”　这段对话使用了互闻的手法。
186	3.82	186.把曹植装进棺材需要几步？八步
187	3.82	187.女人守住贞洁被称为贞洁烈女，男人守住贞洁应该称为门洁烈夫。
188	3.82	188.老天爷赏善罚恶，总是朝恶人发怒，朝善人吃牛肉火锅。
189	3.81	189.苍蝇的同事结婚，问妻子该随什么礼。　“随便吧。”
190	3.81	190.麦当劳每天卖这么多派是不是也是一种派出所？
191	3.81	191.吾有一计可解人口老龄化，凡生育孩子的子女高考加二十分。
192	3.81	192.琥珀没有礼貌，因为它是树脂滴下形成的。
193	3.81	193.厕所里不是本来就有屎吗？大家为什么要自己带？
194	3.81	194.清华北大明明是国内第一的名校，为什么从来没有出过高考状元。
195	3.81	195.“你把我当日本人整！”我拿着斋藤飞鸟的照片对整容医生说。
196	3.81	196.好事不出门，坏事传千里，你儿子整天不出门，这是个好事啊。
197	3.81	197.　我见到喜欢的人：人生若只如初见。　我见到讨厌的人：见人若只如初生。
198	3.81	198.路易十六被送上断头台时会说什么？资本你赢了。
199	3.81	199.为什么飞机场有打火机捐献箱，是不是捐给穷困孩子吸烟用的？
200	3.81	200.“你当我傻吗！你已经第十次用爸爸去世的理由请假了！”猫猫班主任怒骂小猫。
201	3.81	201.（有难）¹=（支援）⁸
202	3.81	202.美国在20世纪60年代就能发射成功送人上天，为什么现在做不到了？　我是说枪击总统。
203	3.81	203.扫黄，报复性消费。
204	3.81	204.为什么鲁迅要说“横眉冷对千夫指”？我看这两个词也不对仗啊。
205	3.81	205.小明是个性张扬的人，我就相反，我是个性压抑的人。
206	3.81	206.小知识：离开过自己视线的氰化物不要随便吃。
207	3.80	207.里根号不就是 厘 么？
208	3.80	208.面对着炸弹威胁，王警官沉着冷静，说：“要不起。”
209	3.80	209.一个考试高分技巧：填写正确答案。
210	3.80	210.湖北，省流：长江。
211	3.80	211.大男孩到日本旅游，感叹道：“小时候还爆过你呢。”
212	3.80	212.我光着身子站在街上被围观，他人笑我太疯颠，我笑他人看不穿。
213	3.80	213.师傅你怎么请神上身的？　神的下半身没通过审核。
214	3.80	214.「你们出差期间导师给发补助了吗？」　工科学生:「啥是补助？」　文科学生:「啥是出差？」　漩涡鸣人:「啥是给！」
215	3.80	215.群里有当皇帝的朋友注意了，结婚前记得找律师把天下注册成婚前财产。
216	3.80	216.樵夫：“河神，刚才跟我同行人因为加班压力大跳河了！”　河神：“樵夫，跳河的是这个金行人，还是这群银行人啊？”
217	3.79	217.“对不起，但是只有死人才能保守秘密。” 我向每晚听我唠叨的太平间尸体们道歉。
218	3.79	218.小象一夜未归，大象妈妈开始想象。
219	3.79	219.王警官看着倒地的相声演员疑惑道：“这是现挂吗？”
220	3.79	220.怎样区分大写的L和小写的i？
221	3.79	221.太阳让那么多行星围着它转，应该称得上是海王星。
222	3.79	222.我把公司行政打了，竟然是行政拘留。
223	3.79	223.我有一个3L和4L的杯子，通过勾股定理就能得到5L的水。
224	3.79	224.“此子绝非池中之物！”水族馆馆长指着水池里莫名出现的小朋友说道。
225	3.79	225.“这下好了”往往是指这下坏了。
226	3.78	226.谁把我在停尸房的尸体开走了？
227	3.78	227.海鲜过敏竟成绝症？小鲨鱼父母痛诉无良医生。
228	3.78	228.环，坏得一笔。
229	3.78	229.鼓手拼命把乐队的大家拧成一股绳，被以故意杀人和侮辱尸体罪逮捕。
230	3.78	230.冷知识:意大利同时比梵蒂冈更靠东靠西靠南靠北。
231	3.78	231.考古专家挖出宋朝古墓，遗憾的是墓主已经因抢救无效死亡。
232	3.78	232.如果我白天内卷晚上熬夜，那我其实是窗帘。
233	3.78	233.在成都，我的屁眼是我的优势，且我的优势还一直在扩大。
234	3.78	234.以前我从不拉黑人，后来经济形势不好，就不拒载了。
235	3.78	235.王高飞吃三鹿——来头不小
236	3.78	236.世贸大厦当机立断。
237	3.78	237.东风不与周郎便，铜雀春深锁二乔。　缩写：英雄难过，美人关。
238	3.78	238.校旗升到一半升旗绳坏了，校长只好暴毙以符合校规。
239	3.78	239.入编很难吗？一摸电线不就接入国家电网了。
240	3.77	240.乐色，短视频的三种类型。
241	3.77	241.向医生确认了100遍后，小明终于确信自己没有强迫症。
242	3.77	242.唯物主义者点外卖会用神券吗？
243	3.77	243.山东HR招人喜欢。
244	3.77	244.王警官赶到时，发现尸体旁写着“命里有时终须有，命里无时莫强求”，马上确定这是罕见的一诗两命。
245	3.77	245.魔教弟子斩杀一个道士，没想到连升三级，原来是经验老道。
247	3.77	247.为什么要看中医？我又不是看不起，我要看大医和超大医。
248	3.77	248.体检时大夫问我有丙肝吗?笑死，现在不给医生带吃的就不能体检了吗?
249	3.77	249.你们不要再造鸡蛋黄谣了，蛋黄和蛋壳之间是清白的。
250	3.77	250.眼眶，目的地。
251	3.76	251.有只鸟展翅时经常打到其他鸟，其他鸟纷纷指责它没有张翼德。
252	3.76	252.不喜欢回家过年，因为总要被七大姑八大姨问为什么在非奇异复射影代数簇上，任一霍奇类是代数闭链类的有理线性组合。
253	3.76	253.苏轼和儿子打篮球——东坡肘子
254	3.76	254.《英雄》讲刺客用剑刺杀领导人的故事，而安倍晋三看过枪版。
255	3.76	255.求求你饶我一命我家上有黄鹂深树鸣。
256	3.76	256.前男友结婚，我随两百冥币，这就是我的恐怖份子。
257	3.76	257.脱口秀演员跟蝉一样，在地下蛰伏几年，等夏天到线上吱哇乱叫，在所有人头上撒尿。
258	3.76	258.冰岛科学家首次在境内发现蚊子，与此同时蚊子科学家首次在境外发现冰岛。
259	3.76	259.西西弗斯也是一种王安石
260	3.76	260.恐同家长互相祝福生儿子***
261	3.76	261.美国现状:　禁止黑人打白条　允许白条打黑人
262	3.76	262.“这下忍不住了”村长派人去收拾佐助故居时说道。
263	3.76	263.毕业那年为了杀掉自己想杀的人哭着杀了全班。
264	3.76	264.赈灾施粥，雪中送碳水。
265	3.75	265.如果我说“你是傻福”，你不一定会认同。　但若是我将这句话打包成文本，并在下面加一句“□我已仔细阅读并充分了解相关内容，如您同意上述内容，请在方框内打勾”，那么你现在认同吗？
266	3.75	266.汽车人犯错了它妈妈会揪它的后视镜吗？
267	3.75	267.升学宴上，亲朋都来沾沾喜气，我沾沾自喜。
268	3.75	268.凶手只说了一句话就让被害人窒息：“这都是为了你好。”
269	3.75	269.为什么我天天炒菜也没见菜价上涨？
270	3.75	270.“C圈的各位大大都好还原”，学习了碳元素同素异形体的小明感慨道。
271	3.75	271.腔肠动物说话跟放屁一样。
272	3.75	272.世界上最甜的瓜种植于1945年的日本，因为昼夜温差大，有利于糖分积累。
273	3.75	273.我喜欢在楼梯间跟别人吵架，因为无论结果怎样，至少大家都有台阶可以下。
274	3.75	274.哎哟领导您亲自来劫机啊！
275	3.75	275.据悉一圈外男性将于近日结婚，对象为一圈外女性。
276	3.75	276.我发现大部分吧友的父母都不在弱智吧，这说明弱智是一种隐性基因。
277	3.75	277.大量囤积应届生冷冻起来，等未来劳动力短缺了，再放出来高价出售。
278	3.75	278.枪决时被打了三枪，是不是行刑人暗示我半夜三点去找他？
279	3.75	279.羽翼丰满，刘备看了二弟三弟洗澡之后说。
280	3.75	280.乌鲁木齐看着平平无奇，其实藏着两个山东！
281	3.75	281.“你这个星座的人就是有问题！”　“骂人就骂人，别上升到星座！”　“你上升星座也有问题。”
282	3.75	282.我去世的时候你一定要来当伴郎哦。
283	3.74	283.字母艺术也可以叫smart。
284	3.74	284.“死去活来。”殡仪馆的工作人员解释什么时候有活儿干。
285	3.74	285.　求下联：鸡鸡羊羊的，想去鸭馆吃牛牛，我看我是真鹅了。　神回复：茎茎叶叶的，还是果体嗦根根，我想我是真花痴。
286	3.74	286.匪徒父子正在分赃。　儿子说：“我四你六如何？”　父答道：“我四你八。”
287	3.74	287.既然银行卡密码只有6位数，那为什么要给一个有10个数的键盘，多出来的4位是装饰吗？
288	3.74	288.韩国发生严重车祸，撞得西巴烂了。
289	3.74	289.普通人想要更上一层楼就得多摁一层电梯。
290	3.74	290.听说父母怕影响考试情绪要高考后才离婚，于是我复读了20多年。
291	3.74	291.震惊！一夜之间，地球上所有人的生命都少了几个小时！
292	3.74	292.只要人人都大度一点，世界就会变成巨大的钝角。
293	3.74	293.同样和男生恋爱，为什么女生不会被当成gay？
294	3.74	294.单人旁的字大多与人相关，俺也一样。
295	3.74	295.白雪公主的结局可以概括为“亲君子，远小人”。
296	3.74	296.以前的人贩子：小朋友，想不想吃糖？　现在的人贩子：小朋友，想不想逃离原生家庭？
297	3.74	297.李靖看着夫人怀胎三年竟然生出一个球体，不禁叹曰：“人生几何！”
298	3.74	298.吧主是不是同性恋啊，为什么对雷同内容敌意这么大？
299	3.73	299.不孕不育的男生是不是可以应聘byt，前边有插头后边有接口，完美byt啊。
300	3.73	300.“端午节是纪念招原的”我屈打成招了。
301	3.73	301.莫比乌斯环打官司败诉了，法官认为他说的都是一面之词。
302	3.73	302.“早上俩条腿，中午四条腿，晚上三条腿。”食人族抱怨餐食太单调了。
303	3.73	303.孔老夫子，您的鼻毛长出来了。　哈哈，大人真是明察丘毫。
304	3.73	304.魏军看到木牛流马后感叹真牛逼，司马懿不解：牛逼在哪儿？
305	3.73	305.小震不用跑，大震跑不了，中震可以跑，所以1949年跑掉了。
306	3.73	306.指虎是代表订婚还是已婚？
307	3.73	307.诸葛亮七擒孟获，成功勒索孟母三千。
308	3.73	308.读完《别输在不会表达上》之后应该读什么？当然是《别输在不会表达下》啦。
309	3.73	309.你说你的字典里根本没有做不到这三个字，那你的字典里也就根本没有做到这两个字。
310	3.73	310.朱元璋身为皇上，为什么要发动农民起义？
311	3.73	311.据报道，本省今年考公人数再创新高——鲁讯
312	3.73	312.一部分人类有胎记会不会是上帝在用标志重捕法统计人类。
313	3.73	313.爱吃屎的小明对着别人屁股嘬，因为纸上得来终觉浅。
314	3.73	314.品级数字越小官越大，臣已经是一品还要向皇上行礼，万岁爷您真是没品的东西。
315	3.72	315.闰土指着周树人对儿子说，这个老爷就是迅啦。
316	3.72	316.我靠，银行卡密码还能重复的吗，太不安全了。
317	3.72	317.读万卷书不如读十万卷书。
318	3.72	318.高薪招聘实习生，不要工资者优先。
319	3.72	319.“有一个好消息和一个坏消息你要先听哪个？”　“坏消息吧。”　“坏消息是我现在要把你戳聋。”　“那好消息呢？”
320	3.72	320.学音乐的人怎么那么多管弦事。
321	3.72	321.我觉得说脏话不好，所以都夸别人生儿子多屁眼。
322	3.72	322.牛顿坐在股票树下沉思：为什么股市总是往下跌而不是往上涨呢？
323	3.72	323.学校出现多起跳楼事件，校长称已申请吉尼斯世界纪录。
324	3.72	324.“过年，串亲戚去了。”食人族说道。
325	3.72	325.食人族大饥荒，厨师实在受不了，跳进了锅里：“横扫饥饿，做回自己！”
326	3.71	326.原子弹下无冤魂，广岛长崎连年被评为日本0闹鬼事件城市。
327	3.71	327.为什么不能把小偷变成合法职业？然后再要求考资格证，故意不让过不就天下无贼了吗？
328	3.71	328.当你在家角落发现零碎的钱后，其实在暗地里你家已经繁殖了一堆的钱。
329	3.71	329.即将推理的王警官突然变卦，将凶器变成了吉器。
330	3.71	330.辛弃疾花了好阵子功夫，结果写出的竟是破阵子。
331	3.71	331.仓颉造的最后一个字是反。
332	3.71	332.“三秒内捡起来还能吃”赵云慌忙捡起阿斗。
333	3.71	333.黑夜给了我黑色的奴隶，我却用他去采摘棉花。
334	3.71	334.词头Bi-意思是“两个”，词尾-gy是名词词尾，所以Biology的意思是“有两个鸡鸡的东西”。
335	3.71	335.“大家都说成年之后要学会自己做主”，小明给医生解释自己手掌的钉子。
336	3.71	336.苟子有言:哥们你打错字了。
337	3.71	337.“好大儿！”北京人在床上夸赞对象。
338	3.71	338.为什么那些多米诺骨牌的视频都这么火啊，不都明显摆拍的吗？
339	3.70	339.“好准啊，算命先生说你是我命中的人。”女子一枪就击毙了前来相亲的男子。
340	3.70	340.环保组织抗议杀手组织用人工合成毒药不健康要求换成天然毒药。
341	3.70	341.“先帝称之曰能。”诸葛亮指着一头熊，嘲笑阿斗的父亲是文盲。
342	3.70	342.比祖宗功绩算是一种牌位赛。
343	3.70	343.大师说我有业障原来是有就业障碍。
344	3.70	344.把肉从烤串上拿下来，发现肉上都是小孔，是不是老板注射东西了？
345	3.70	345.征服日本让我国多块好省。
346	3.70	346.毕业照也叫师生人面像。
347	3.70	347.中国人:把东西烧给祖宗　欧洲人:烧女巫　欧洲人祖宗:哎哟我操
348	3.70	348.变态杀手将杀害数人碎尸再拼起来，重组家庭的悲剧何时能停止。
349	3.70	349.抱歉以尸体的形式参加这场葬礼。
350	3.70	350.建议大家别活太老，越老越容易死。
351	3.69	351.“工作被nature接收了！”小明把论文撕碎扔进海里。
352	3.69	352.牛郎织女暴饮暴食，制造了一大批扁鹊。
353	3.69	353.“听说了吗，你成了年度十大优秀聋哑人了。”　“……”　“你为什么不说话？”
354	3.69	354.白天累了一天，我熬了一碗夜给白天补补。
355	3.69	355.作为一个成人，我也算半个成功人士。
356	3.69	356.和老婆结婚三年了还是不给我看内脏这正常吗？
357	3.69	357.由于第三者插足，原来的洗脚盆明显不够大了。
358	3.69	358.小明假装发烧成功请假，又叫体温计。
