序号	评分	帖子
75		75 电竞大赛上，我和杨教授比赛谁能承受更高的电压
76		76 听力考试结束请听天书的同学立即成仙
77		77 功夫不负植物人他终于结出果实了！
78		78 还记得我第一次丢人，就被投诉高空抛物
80		80 珠穆朗玛峰下埋的是谁？怎么坟头那么大
81		81 警方封锁凶杀现场后收取参观门票
82		82 一男子借钱后还给债主一堆大便，自称视钱财如粪土
83		83 我家台灯不亮了，气得我直接致电国台办。
85		85 如今造假太严重了，我买的A片里居然全都是B
86		86 从小色盲的王警官扫黄行动连连失败
87		87 素食主义者的增加导致氧气含量急剧减少。
88		88 行人闯红灯扣满十二分没收双腿禁止走路两年。
89		89 谈判专家与绑匪谈判多时绑匪终于决定午饭要炒饭而不是披萨
90		90 小红在舞台上演唱《种太阳》时，被后羿一箭射死
91		91 我语重心长的在试卷上写下：老师你不要老问别人自己想想
92		92 “你们谁也别想活着出去！”歹徒冲进停尸房大喊道。
93		93 每次去小卖部付完钱就跑从来没被抓到过
94		94 老婆的皮肤吹弹可破每次逛街回来都一片血肉模糊
95		95 敬老院与太平间从此分道扬镳，从此老死不相往来
96		96 “走程序还是直接喷”王老汉不耐烦地看着催公粮的老婆
97		97 我坐在下面唱歌，成功让讲台上的老师为我转身
98		98 刚刚被打了，因为跟公司新来的香港会计师说，“你记账吗？”
99		99 某官员称贪污属于职业病并呼吁纳入医保
100		100 讲文明的王老汉在悬崖边撒尿时自觉向前走了一小步
101		101 医院为了创收要求救护车出车顺便撞个人。
102		102 王老汉在葬礼中突然复活，众人合力将其打死才能继续进行葬礼。
103		103 为了让救护车快速到达现场，我驾车在红灯前开了一条血路
104		104 现在咬住我头部的就是美洲短吻鳄
105		105 看见诸葛亮的草船曹冲不慌不忙算出了诸葛亮的体重。
106		106 本院开设无人超市，顾客进去即被做成肉酱
107		107 点球大战中国队点了一个乒乓球终于获胜。
108		108 卖火柴的小女孩擦亮了最后一根火柴，最终还是没有把嘴中的香烟点燃
109		109 为学生书包减负王老师抽走了小明书包里那张一百块。
110		110 女朋友和妈妈同时掉进水里了，请问火葬场第二具半价么？
111		111 尸体表现优越刚死半年就升棺发材
112		112 为了控诉这个肉体与金钱交易横行的社会我必须去嫖一次霸王鸡
113		113 我把c盘重命名为u盘为什么还是拔不下来
114		114 好心男子用加特林把老人扫到了马路对面
115		115 好气啊！评委夸奖气功大师道
116		116 压死骆驼的最后一根救命稻草能不能救下骆驼。
117		117 鲁迅说：地上本没有路，走的人多了，就可以收费了！
118		118 手术很成功 这名近视患者顺利安乐死
119		119 王老汉想要一个称手的武器，于是抢走了卖猪蹄小贩的秤。
120		120 我朋友偷了一个木乃伊，他说总算有厕纸用了。
121		121 我市多地发生跳楼自杀事件，警方排除同一人作案的可能
122		122 我刚才发现老婆出轨了，但是她每次都去的是假日酒店，看来她还是爱我的
123		123 填报志愿时我填了个找老婆
124		124、其实张飞刘备关羽是一个人，他精神分裂饰演3人连吴冠中都被骗了
125		125、我觉得绝地求生要凉了，打了快一年了，一个新英雄都没出。
126		126、嫌发廊小姐价格太贵王老汉灵机一动叫来了砍价厉害的老婆
127		127、火灾现场的救援工作因受下大雨影响一再受阻
128		128、朋友结婚我祝他们早生贵子就让我滚出去我有错吗同性恋很吊吗
130		130、青龙山秘密研发战机试飞仪式现在开始，说完院长朝机头重重哈了口气
131		131、我花大价钱买回来的太监竟是阉割版的。
132		132、看着正与另一黑帮火拼的小弟们老大绝望的喊了一句快请如来佛祖！
133		133、王老汉转体三周半华丽入水后误碰开关最终溺死在洗衣机里
134		134、“这几天光下雨我身上都长蘑菇了”说着王老汉向记者撩起了裤裆
135		135、著名歌手因忘记买票没能进入自己的演唱会。
136		136、注重养生的寡妇赵小红根据中医冬吃萝卜夏吃姜说法，决定冬天用萝卜，夏天用姜
137		137、宫内传言今天皇上随手翻的牌子是敬事房刘公公的
138		138、中东地区医疗条件落后只能用加特林进行安乐死
139		139、大爷，只要放小人一条生路，要杀要剐悉听尊便！
141		141、女朋友上次说要***怎么她现在是反悔了吗害得我两天没喂牛
143		143、新闻:张无忌为练九阳神功联合灰太狼偷走羊村九只小羊被通缉
144		144、殡仪馆新开张V信朋友圈集满88个赞免费获得檀木棺材一口
145		145、孩子突发急性流感，在诸多专家医生的奋力抢救下终于保住了全尸。
146		146、王警官在与匪徒斗智斗勇后化敌为友联手将人质击毙
147		147、“感谢你接受我们的服务”。说完劫匪递给我张名片
149		149、情人节我在街边摆摊，情侣只要跳过火圈即可得精美礼品
150		150、震惊，一油漆工因给学校抹黑而惨遭全校师生痛殴！
151		151、家电下乡送出了杨永信保证每家都能电一下。
