序号	评分	帖子
41		41.当别人在乎你飞得高不高时，只有我在乎你为什么能飞。
42		42.声音的传播需要时间 我们面对着说着话，我在过去，你在未来
43		43.看着夜空中划过的流星，我没有许愿，而是对着它说了声再见。第二天晚上，我又见到了那颗流星。
44		44.我把硬币丢进许愿池里，池中仙女问哪个是我丢掉的愿望。
45		45.犯人临死前对刽子手说：“我学生党，能小刀不？”
46		46.人与其他动物最本质的区别就是人不是其他动物
47		47.你这台手术成功率很高。因为这类手术成功率为10%，而我今天已经失败九台了。
48		48.河南人给中评相当于给好评
49		49.之所以不和我的叔叔联系，是因为于勒圈里的事情太脏了
50		50.午睡太舒服了，建议每天醒来第一件事就是午睡。
51		51.我目视前方，余光中写出了《乡愁》。
52		52.光着急没有用，速度没法超越299792458 m/s
53		53.今天班长统计衣服尺码，xs，根本穿不上。
54		54.「好怪，再看一眼！」悟空开始上下打量女妖精。
55		55.遗憾其实是一种时态，过去未完成时。
56		56.根据《史记》记载，荆轲刺秦王未成使得秦王大怒，那么如果成功了的话秦王会大喜吗？
57		"57.""“我觉得你今年一定会上岸”　“我还没说我想考哪个大学呢”　“回头也是岸”"""
58		58.抽烟算不算提前给自己上香？
59		59.电影院和宾馆，是人类的主要七夕地。
60		60.上班，又称坐椅待币
61		61.餐厅上菜慢食人族谓其厨师曰:“无语，城北徐公熟没？”
62		62.冰上运动员经常滑倒，为什么不把冰面做成防滑的？
63		63.拼多多为什么不早出现几百年，这样微积分就是中国人创立的了。
64		64.心脏手术失败原因是医生没有get到梗在哪
65		65.烦心的蛇对好朋友蝎子说：走，去泡酒吧
66		66.在监考老师的观测下，考生们纷纷坍塌。
67		67.草，这辈子死定了！
68		"68.""立　日　——《斜音梗》 """
69		69.弱智吧，弱智只占三分之二
70		70.曹操：“今天下英雄”于是出门捡英雄。
71		71.遇到有人溺水可以直接往水里通电把水电解成氢气和氧气供人呼吸
72		72.光年既然是个距离单位，狗日就是一条狗跑一整天的距离
73		73.数学老师直接在祖宗祠堂里玩起了排列祖盒。
74		74.“初极狭，才通人，复行数十步，豁然开朗”——出自《先见其狭传》
75		75.被骗的诸侯跑到城楼下，只见城楼上的周幽王叫到：“I'm Zhou King.”
76		76.我发誓我一定要做一个了不起的人！先从睡了不起开始
77		77.弱智网友们个个不甘示弱，导致博主久久无法更新
78		78.张飞说“小心翼翼”时是在撒娇。
79		79.海绵宝宝被诊断患上了多洞症
80		80.人生就像是一盒巧克力，但总有人是狗。
81		81.很多人认为抬头才能看见宇宙，其实宇宙也在我们脚下
82		82.据不完全统计，一年有11个月
83		83.美洲是第一个发现哥伦布的新大陆
84		84.大家别再当谜语人了，别又发生上次那种事
85		85.虽然我不是弱智，但还是想问一下大家，欲盖弥彰这个词是什么意思？
86		86.原来公司是温暖的大家庭啊，我说我怎么是孙子呢
87		87.把肉剁碎可以得到肉末，我的一周也过得稀碎，能不能得到周末？
88		88.有困难找警察，没困难以入睡
89		89.“升职这件事，还麻烦您亲手办一下”领导爽快答应，拿起桌上的蕾姆酱吧唧就是一口。
90		90.死亡是一个长长的队伍，但是吸烟的人经常插队，因为吸烟先。
91		91.在山东姑姑的婚礼上，我对着新郎官说道：是我姑父了你。
92		92.赞美上帝：好耶
93		93.耻辱柱因为刻上了我的名字而被刻在了耻辱柱上
94		94.玫瑰越来越贵，爱情却不断贬值。
95		95.爱情让人盲目，也让盲人重获光明。
96		96.从我确诊出生的那一刻起，我的死亡就只是时间的问题
97		97.我是家里唯一的火源，我爸妈看到我就来火
98		"98.""怎么只有小天才电话手表？小天才会走丢吗？　市场上更需要小弱智电话手表"""
99		99.我做了一个1：1的地球仪，你往窗外看就能看见了
100		100.如果说网络是一副面具的话，人们戴上它怎么反倒露出真面目了呢？
101		101.这个世界上真的有诅咒，昨天有个人说让我下地狱，今天我就在上班了
102		102.发语音条的人，是否触犯了输入法？
103		103.你做梦只能梦到你能想象到的事，你清醒的时候才会发生想象不到的事
104		104.去别人家做客从不带东西，这就是我的空手道。
105		"105.""“如果在华莱士有考核，你觉得会考什么?”　“考拉。” """
106		106.不靠谱的小明靠记忆力弹完了钢琴曲。
107		107.讲究真材实料的王老汉在老婆饼里放了老婆，顾客吃出纸屑后愤怒投诉。
108		108.长大后，乡愁是一座矮矮的坟墓。你在里头，我刮墓相看。
109		109.我起床开灯，把屋里的夜还给星空。
110		110.同学们或许还不知道吧，在你们都已进入梦乡的时候，老师还在辛勤地讲着课。
111		111.上帝成了无神论者，因为他不太自信。
112		112.中国每个人的平均工资都是一样的
113		113.小明考试排名太后竟开始垂帘听政
114		114.某学校发生集体食物中毒，学校顺藤摸瓜将所有违反学校规定偷订外卖的学生一网打尽
115		115.“让他多蹲一会儿，我爱吃麻的。”食人族族长吩咐道。
116		116.走完奈何桥我就过河拆桥，让后面的人无可奈何。
117		117.戴夫被僵尸包围了，他绞尽脑汁让僵尸对他失去兴趣
118		118.许完愿后，大家开始吹蜡烛：“这个蜡烛是真牛逼啊！”
119		119.车祸原因：双向奔赴
120		120.弱智吧今日看点  ·
121		121.冷知识：光走一年的时间和人走一年的时间是一样的。
122		122.男生被指“只会读书”，高考出分后用220分的成绩实力辟谣
123		123.一模一样这个成语真是有模有样
124		124.我妈为什么要把我从她肚子里掏出来，她是不是不要我了
125		125.der是骂人傻的意思，under是不是夸人聪明？
126		126.真正的友谊就是两个人坐在一起时，不做爱也不会感到尴尬
128		"128.""小明这银行，能储。"""
129		129.我也想和月牙一样，把不满写在脸上
130		130.我在看星星时会想起某个人，却又在看那个人时想起星星。
131		131.一场雨后，天空和地面互换了身份，抬头万里暗淡，足下星河生辉
132		132.武则天:要大碑的，全唐，无冰无字
133		133.吧主，有没有可能有很多人本来想和你说话，但被你当投稿发了呢一个猜想不一定对
134		134.100℃的水泡方便面需要三分钟，那我用—100的水泡是不是就在三分钟前已经泡好了
135		"135.""屎对我说:拉我一把　我说:好　可它却掉了下去"""
136		136.我走在斑马线上，来往车辆纷纷为我让行，因为我脚踏黑白两道。
137		"137.""好好的中国人放什么洋屁！　“不能同意更多。”"""
138		138.一句话概括白居易的《茅屋为秋风所破歌》：破房了
139		139.男儿膝下有小腿
140		140.每次我把垃圾扔到垃圾桶时，我都有一种大义灭亲的自豪感
141		141.食人族吃我的时候会发现刻在骨子里的孤独吗？
143		143.我的梦想是做一个潇洒自在的人，现在终于完成了一半，做了一个洒自。
144		144.曹操：“今天下英雄，唯使君与孟德耳。”于是刘备改种豌豆。
145		145.鉴于我们还没活多久，可知想死只是一种思乡
146		146.“总有一颗星星会奔我们而来。”——恐龙对它的同伴说
147		147.文字太空洞的时候，你敲敲书页，能听见回声。
148		"148.""“你是不是很会拆台，来表演一个”　“不会”"""
149		"149.""广东人炒面，厨师是广东人　福建人炒面，厨师还是广东人"""
150		150.天生的哑巴，是不是也可以叫初音未来？
151		151.小明请科学家给自己的钻石定价，科学家认为是0价
152		152.普通人身上长老年斑，老年斑身上长老年柱间
153		153.死亡是一种高度超过了身高的高位截瘫。
154		154.王老汉把两台电视机屏幕对在一起，贞子来回爬最终活活累死
155		155.职业玩家比普通玩家强，所以职业高中比普通高中强
156		156.日记：2002年12月18日　天气晴　我可能得拖延症了。
157		157.读博士的前提是研毕
158		158.人的人性就像他的母语，每个人都说没什么好考，真到考的时候又反而没几个高分。
159		159.我把时间当作被子，翻身做了个四维的梦
160		160.为了给家里续香火，我出家了
161		161.逗猫棒，狗都不玩。
162		162.这么早就想睡觉了？做梦去吧
163		"163.""“他奶奶的”　以上就是我对某位小奶狗的评价。 """
164		164.用户FeCl2再与博主Zn互动一次即可获得铁粉标识
165		165.悲伤的食人族吃甜品的时候会不会撒一点心碎？
166		166.我的导师和我是完全相反的人，他很push，我却很拉
167		167.今天我将用这块砖头教大家如何自拍
169		169.题目：十二生肖第二个是什么？庖丁：解：牛。
170		170.从新陈代谢角度上来说，时光倒流是件挺恶心的事儿。
171		171.“夏天抹防晒霜时别忘了抹脖子。”说完这句话小明就自尽了
172		172.80人民币听起来比1000日元贵，这是因为80人民币本来就比1000日元贵
173		173.他们说我是废物，我感觉自己被物化了
174		174.明天和意外到底哪个先来？如果我坚信是意外会先来，没想到明天先来了，那么就还是意外先来了
175		175.有人大愚若智，有人等于弱智
176		176.消灭了所有圆柱民之后方块人说：这是我的世界
177		177.人们每观测到一颗星星，就有一个死去的人被想起
178		178.阎王让我三更死，我偏要两更就去；悄悄给他一个惊喜
179		"179.""“做个人吧！” 女娲精神饱满地上班了。　“我不做人类了！救救！”女娲疲惫地结束了一天的工作。"""
180		180.这道阅读题如果讲礼貌，应该会对我说谢谢理解。
181		181.显性纯种傻丨丨逼是SSBB
182		182.谁能想到，一向见钱眼开的他，竟然被金钱蒙蔽了双眼？
183		183.死亡是人生的通关奖励
184		184.医生说我智力低下是什么意思？
185		185.陈睿书法力透纸背，可知其笔力必利。
186		186.我把電車難題简化了，现在是电车难题了
187		187.当雪崩发生的时候，没有一片雪花的成分不是H2O。
188		188.我炸书，周围就会充满了知识分子
189		189.委婉骂人：带你入坑地球ol的玩家退游了
190		190.我的论文答辩：无实物表演
191		191.小孩没有钱就只能回家，大人没有钱就无法回家。
192		192.向日葵能否成为星际时代的指南针？
193		193.一只猫摔个半死，到底是剩8.5条命，还是剩4.5条命呢？
194		194.“献丑了！”大喊一声后我摘掉了口罩。
195		195.人酸了的时候通常会眼红，会不会眼睛其实是pH试纸？
196		196.奉行狼性文化的百年企业终于把员工驯化成了狗。
197		197.逆转录酶对mRna说：反转了，家人们
198		198.人类高质量男性的惯性会很大吧
199		199.老王擅长砍价，于是他将二氧化碳砍成一氧化碳中毒身亡
200		200.一座山最多可以容纳五个人，因为三人成虎
201		201.我是一名洗晚工，每当接近天亮时，我就会把夜晚洗去。
202		202.梦是眼皮里的壁画
203		203.太监抑郁了，因为他的emoji表情没有ji
204		204.孟子认为性本善，荀子认为性本恶，而东北人认为银杏这种东西是逐渐发烂发臭的
205		205.吕布被俘后要认曹操为义父。　曹丕:你这个弱智没有自己的爸吗？
206		206.女大三，报考研班
207		207.陆羽接受拜访时谦虚地说道：“哪里有什么天才，我只是把别人喝咖啡的时间都用在喝茶上了。”
208		208.抓耳挠腮是用来形容猴子的，所以抓耳挠鳃是用来形容水猴子的
209		209.我从耳机盒子里拿出耳机戴上，会不会其实我也是耳机盒子？
210		210.导师批阅学生的论文时突然晕倒，事后人们得知他有深海恐惧症
211		211.时间就像海绵里的尿，能挤但我不愿去挤
212		212.初中的电源没有内阻，而高中的电源有，这是不是科学的倒退
213		213.做过最美的梦 就是忘了失眠
214		214.霍格沃兹的学生被规定每天晚上按时观看《今日说法》。
215		215.公司的水太深，所以上班才会摸鱼。
216		216.“我年轻的时候是白手起家。”满手鲜血的老资本家自豪地回忆道。
217		217.如果星星符号（****）代表着脏话，那么夜晚的天空就是天使们在骂街。
218		218.食人族们吃着夫妻肺片，纷纷感慨：“这cp也太香了！”
219		219.晚上睡不着觉，我妈告诉我，躺平了才能睡着，卷着是睡不着的。
220		220.“我爱你”只是一个人卑微的请求，两个人的浪漫是剩余在沉默里的吻
221		221.为了您的生命安全，请勿自杀。
222		222.我至死是活人
223		223.人生还是很简单的，看我一命通关。
224		224.楚门的世界是不是特意拍给我看的，让我相信我不是楚门？
225		225.人要读古人的作品，龙也要读古龙的作品
226		226.一想到流逝的时间心里就很沉重，可不可能心脏是种能感受时间的器官
227		227.如人饮水，咕嘟咕嘟。
228		228.精卫：人类是有极限的，我不做人了，啾啾。
229		229.用书占座和撒尿占地盘是一样的，所以占座的人是真的狗。
230		230.在过去特定时间点送花和转账的中国传统节日只有清明节。
231		231.周敦颐因为首次采用了踩一捧一的思想而被誉为我国古代著名思想家
232		232.“不许涩涩。”干眼症患者对自己的眼睛说道。
233		233.我给了世界一拳，世界给我以风
234		234.葬礼就是人生的毕业典礼
235		235.吴刚伐桂，虽然桂花树永远砍不倒，但是抖落下来的桂花成了宇宙的星星。
236		236.“回忆”这个词是不是“迷宫”的近义词啊， 要不然我怎么走不出去
237		237.路边歪斜的共享单车，是失去灵魂的上班族的蜕壳
238		238.班房又叫牢房，为什么上班不叫坐牢?
239		239.人只有醒来后才知道自己睡了一觉
240		240.“草，雀食。”护林员张师傅耐心地向着新徒弟讲解道。
241		241.大气里最多的气体是氮气，原来人的本质是薯片
242		242.谁能想到表面上平平无奇的我，背地里也是平平无奇呢？
243		243.“你走你的。”阳关道。
244		"244.""虎鼓瑟兮鸾　，仙之人兮列如麻。"""
245		245.阿里巴巴能打败四十大盗是因为他是吸血鬼
246		246.steam夏促了，我买这么多游戏放着就是不玩，诶，就是玩
247		247.室友都在睡觉，我偷偷把他们身下的凉席都卷起来，卷死他们
248		248.舍友在睡觉，我开来压路机，卷死他们
249		249.手铐勒痕，是不是也能叫法令纹
250		250.天青色等烟雨，而我在等死。
251		251.“妈妈，我们为什么不吃人呢？”“傻孩子，坏掉的东西怎么能吃呢！”
252		252.上班了是社畜，下班了就是家畜吗？
253		253.日本人体型偏瘦和人口老龄化的原因是胖子和小男孩都炸了
254		254.我这是研究人体的论文，有70%的水分怎么了？
255		255.有些国人愿意替日本发光发热，会不会他们上一辈子是原子弹呢？
256		256.如果我跳得足够高，风就会吹跑我的影子
257		257.存在的星星不一定都发光，发光的星星不一定还存在。
258		258.入睡是豪赌，赢了做美梦，输了做噩梦。
259		259.我把羽毛球打坏了，变成了worseminton
260		260.餐厅生意火爆，留下太多脏盘子，只好双厨狂洗。
261		261.社恐的我：生而畏人，我很抱歉。
262		262.他说要给我送月亮和花，所以我收到了一场镜花水月。
263		263.因为电子书没有书香，所以电子书没有书香
264		264.世界上只存在一种猫猫英雄主义：那就是在发现猫猫没有那么爱你后，你依然很爱它。
265		265.“忘了我吧！”知识对我说
266		266.「垃圾不落地」，我被困在宿舍床上。
267		267.专家称，我国存在大量单身青年的主要原因是他们都没有对象。
268		268.如果老师把授课方式改成托梦，那么学生们的请假理由就会从起不来变成睡不着。
269		269.并排坐在公园的长椅/　她的脸有些发红/　「可能是阳光太晒了吧」/　月亮却认为我想错了
270		270.我有勇气在任何人面前说爱，但是没勇气加上你的名字
271		271.梦是记忆的remix版本
272		272.每天世界都在朝我发射一支名叫光阴的箭。终于有一天，我发现我不是小孩子了
273		273.有人说《博人传》好看，我不以为燃。
274		274.“我像t吗”　“你像个p”
275		275.荀子：全员恶人
276		276.我养成了晚睡的习惯，这样如果我在梦中死去，我就能比早睡的人多活一会。
277		277.我把门关上，我锁住了房间；我把棺材板盖上，我锁住了全世界
278		278.我的作业得了F，是不是就是fantastic的意思？
279		279.全称量词——＂∀＂
280		280.我就像海绵里的水，导师越挤我，就会发现我越水。
281		281.这栋死过人的屋子是死宅，死宅没有人要
282		282.这个食人族吃相太丑了，举手投足提心吊胆的
283		283.饱暖思淫欲，在现代叫做饿性循环
284		284.“我的老家，就住在这个臀，”蛔虫导游向游客们介绍道。
285		285.冷知识：冰箱里的奶酪。
286		286.如果我现在死了，那我以后就不用死了。
287		287.希望死后能下R18地狱
288		288.心脏明明是最强壮的肌肉，为什么大家的心都容易受伤呢
289		289.如果有人批评你不够客观，那么很可能是你的观点不符合他的主观
290		290.“我是free控。”艾伦说道
291		291.熬夜只是今天没过够，向明天要时间。
292		"292.""我在知识的海洋里遨游　卷起来了卷起来了　谁把我的船打烂了"""
293		293.让ntr爱好者喜欢上纯爱，是不是也是一种ntr
294		294.两个霓虹关西人在中国讨论健康码“红码你？”　“红码红码。”
295		295.没有恋爱谈？不要慌张，学学这招：默念3,153,600,000个数，这辈子就过去了。小朋友们学会了吗？
296		296.祖宗最不安全的人竟然被称为祖安人
297		297.酒桌文化，又称丨逼丨你丨逼丨你丨干杯
298		298.人为什么有两只眼睛？因为人有一只左眼，还有一只右眼，一加一等于二，所以人类拥有两只眼睛。
299		299.CP的鹊桥断了就用奈何桥补上。
300		300.建议不要发很多弱智的东西，这个吧看起来实在太弱智了。
301		301.这爱豆可盐可甜因为本身就淡而无味
302		302.时间就像海绵体里的水，挤挤就行了，挤多了会死的
303		303.建议以后大学生回答“论文写得怎么样了？”时，别再说“八字还没一撇”，改成“水字还没一竖钩”。
304		304.时间就像脑子里的水，明明有很多，却一点也挤不出来
305		305.我投币后up主还是没能续命通关。
306		306.我二次元浓度偏低，又二又次，但没元
