序号	评分	帖子
44	3.97	44.本次“最快抄写自己名字一百遍”比赛的获胜者是
45	3.96	45.妈妈拿着我的抑郁症诊断书，说我装得真像，连医生都骗过了
46	3.96	46.法医抱怨今天刚送来的尸体很倔强，解剖的时候还是挣扎着不肯死。
47	3.96	47.在谈判专家强烈要求下，匪徒终于愿意杀个人质给警方开开眼界。
48	3.95	48.现在大家都不生孩子了，建议不生孩子的家庭三代以内不得考公。
49	3.95	49.水体的命名很简单，大的就叫江河湖海，小便池。
50	3.94	50.曝光黑诊所：刚做完手术就被牙医威胁说话小心点
51	3.94	51.冷知识，放坏的香蕉比正常香蕉更通便
52	3.94	52.“我儿子的抑郁症是装的。”机器人妈妈带孩子到电脑城去卸载。
53	3.94	53.为得到信任，卧底第一天的王警官就把完整的卧底名单送给了黑老大。
54	3.93	54.老头哭了是因为老头乐坏了。
55	3.93	55.什么东西早上有两条腿，中午有一条腿，晚上没有腿。答案是做手术截错肢的我。
56	3.93	56.如果你想在这个城市站稳脚跟，你的年龄最好要达到1周岁
57	3.93	57.我〇型血夏天易遭蚊子，也不知老婆啥血型，躺那好几天了竟遭苍蝇。
58	3.93	58.小明在一线城市工作，却只能获得2.1线的生活。
59	3.91	59.邂逅心动男孩却不好意思问他的名字？没关系，杀掉他之后法官自然会告诉你的。
60	3.90	60.如果您抽烟头晕，那这边建议您最好不要抽烟头 。
61	3.90	61.水往低处流，但是如果水争气的话还是会往高处走。
62	3.90	62.人称“本市活地图”的王老汉，过世后被挂在了墙上。
63	3.90	63.？是碎了一半的电灯泡
64	3.90	64.孩子现在连个疫苗都不敢打，将来怎么接受注射死刑
65	3.90	65.内心纠结反复取消上吊，地府征信出现异常
66	3.90	66.小丑，三个形容我的词。
67	3.89	67.“尸温每小时降低一度，所以这个死者死亡时间是三天后。”王警官对汤里咕嘟着的死者进行了尸检。
68	3.89	"68*.""听说马斯克取消赞了。""　""是吗，那他口味还挺重的。"""
69	3.88	69.为什么人们都用自己的生日当密码，没有用忌日当密码的？
70	3.88	70.刘邦今年读高一，正是打击楚的时候
71	3.88	71.梦都是反的，你做梦被坦克导弹炸死其实现实是被反坦克导弹炸死。
72	3.87	72.王老汉举一反三，从小便学会了大便。
73	3.87	73.肉吃多了有脂肪肝，米吃多了会不会淀粉肠。
74	3.87	74.一个抑郁症小孩想跟树谈恋爱，可是树没有同意，只是一直吊着他。
75	3.86	75.白骨精被猴子打了三次之后顿悟，半夜三更来到猴子房间
76	3.86	76.老年植物的微信头像会是人类的生殖器吗
77	3.86	77.王警官看到有人口吐白沫马上叫来厨师撇去浮沫。
78	3.86	78.专家发现地下室里的跳楼率为0，断定住地下室能降低年轻人的自杀率。
79	3.86	79.甲乙丙丁四人同时遇害，为了找出凶手，王警官选择了复活甲
80	3.86	80.有人问我为什么这么弱智，我笑了，因为我爱笑
81	3.86	81.治大国如烹小鲜，治好了也是流口水
82	3.85	82.雕刻大赛材料自选，王师傅选择了所有其他选手的头盖骨，轻松获胜
83	3.84	83.冷知识，开车时打开前方引擎盖可以有效遮挡太阳光跟紫外线
84	3.84	84.经过一上午苦口婆心的劝说，王警官终于成功将死者劝离案发现场
85	3.84	85.小明听说竞选都是要卖惨的，于是决定公布自己的死讯
86	3.84	86.既然劫匪不想让受害者出声音，那他为什么不去图书馆打劫？
87	3.84	87.芭蕾舞是严肃的，恰恰相反，充满热情。
88	3.84	88.曹丕与群臣商讨国号，最后决定国号不叫魏，叫楚雨荨
89	3.84	89.两个人在一起会越来越像，王老汉跟男同谈恋爱之后越来越像同性恋。
90	3.83	90.被孙悟空打了三次之后，白骨精终于答应走出茅庐当军师。
91	3.83	91.凶我的反义词是不是吉他？
92	3.83	92.“你们都是新生儿。”北京校长在开学典礼上说道。
93	3.83	93.“发个牢骚。”监狱里的囚犯开始娇喘。
94	3.83	94.小明听说这间公厕抽纸有免费一百抽之后就入坑了
95	3.82	95.00后毕业生感慨求职不易，投出去两百多份恐吓信全部石沉大海
96	3.82	96.蜂蜜也是一种花生酱
97	3.82	97.两岸连山，(  )无阙处。　答案:略
98	3.82	98.“给你加薪了哈！”食人族向正在被煮的我交代。
99	3.82	99.公厕马桶余温真的很恶心，舌头试着不冰我就知道上一个人刚走不久。
100	3.81	100.很难想象，90年出生的朋友已经1934岁了
101	3.81	101.好消息！装甲车在经过升级后也能装得下乙丙丁了！
102	3.81	102.打蛇打七寸，秦始皇之前每个国家的蛇打的位置都不一样。
103	3.80	103.东海龙王上班摸鱼，被举报职场性骚扰。
104	3.80	104*.阴茎长度比赛中，美国女选手赛后阴茎普遍发紫，引发广泛争议。
105	3.79	105.少年项羽看见秦始皇出行，说：“彼可取而代之。”旁人笑他：“小楚男想象力还挺丰富。”
106	3.79	106.都说青梅竹马敌不过天降，我的发小被陨石砸果然死了
107	3.79	107.“你一定要坚持下来啊!”小明因教唆他人跳楼被捕
108	3.79	108.很多事不能用科学来解释，要用你没上过学来解释。
109	3.79	109.本院太平间发生严重火灾，院长紧急部署：火化工休息一天
110	3.79	110.勺子自带摇一摇广告食堂大妈苦不堪言
111	3.79	111.中专生破解世界难题，破格升入大专进行深造。
112	3.79	112.0人民币可以换0美金，所以人民币和美金的比例是1:1
113	3.79	113.本场手术所有操作均为演习效果，并没有任何患者被救活
114	3.79	114*.“我永远忘不了2024.11.3号，这个属于Faker的日子。”　“你也看英雄联盟吗？”　“我是说数学造假的事情。”
115	3.78	115.揭露盲人学校的黑暗：他们晚上都不开灯
116	3.78	116.非牛顿液体吃肚子里，是不是一用力就便秘，一放松就窜稀
117	3.78	117.男子多次中百万大奖，经查系买彩票时服用兴奋剂被取消资格。
118	3.78	118.“你还好吗？”欠了高额赌债的小余跟家人说道。
119	3.77	119.说句题外话：姓名学号班级密封线
120	3.77	120.好日子在后头，但人要向前看。
121	3.77	121.喝零度的水可以尿出37度的尿，人类的本质就是一个热水器吗?
122	3.77	122.人的耐痛能力差别真的好大，绝大多数人断跟手指就疼的大喊大叫，而有的人断了脖子都没有动静。
123	3.77	123.我有一个偏方：菱形
124	3.77	124.“差点点就找到户主了，我们现在找到了尸王”王警官报告道
125	3.76	125.领导精通中医，一下就摸出我没有人脉
126	3.76	126.在印钞厂工作四十余年 退休后仍坚持每天在自家印钞
127	3.76	127.鼓励老年人生育，既能提高生育率又能老有所养。双赢！
128	3.76	128.“按规定一炉不能火化两具尸体。”　“规定是死的人是活的嘛！”
129	3.75	129.我的毕业论文应该入选弱智吧年度精选的理由：　1.通过了查重　2.很好笑
130	3.75	130.出发点是好的，所以我一直呆在出发点
131	3.75	131.长寿者去世是为喜丧，火葬时可称之寿喜烧。
132	3.75	132.我发现资本主义和男同的屁眼本质相同，都喜欢不断扩张。
133	3.74	133.正方以“应该同弱智辩论”为辩题大获全胜，只因反方全部缺席。
134	3.74	134.抠门监狱包吃不包住
135	3.74	135.世人都想捡钱，说明金钱具有俯拾性。
136	3.74	136.河南老医生在抢救过程中忍不住夸起实习护士的操作：“掐人中！你掐人中！”
137	3.74	137.秦二世没见过鹿，问赵高：“什么似马东西？”
138	3.73	"138.小明在得知同桌王龙考试全班第一以后惊呼：""学霸王龙！""王龙嗷一声站了起来。"
139	3.73	139.上吊前忘定闹钟导致死过头。
140	3.73	140.小明和小王争论究竟是“行行出状元”好，还是“列列出状元”好，一旁的乞丐说：“行行好吧”
141	3.73	141.“不能对华动武，planB.”　“嗯，我也觉得PLAnb.”
142	3.73	142.为逼伪装成外卖骑手的超人现出原形男子在飞机上点下超时赔付订单
143	3.73	143.求生冷知识：紧急情况下可以把血液输进椰子里救活椰子。
144	3.72	144.色盲的他和单眼皮的她生了16个孩子，这16个孩子里有9个孩子、3个孩子、3个孩子和1个孩子。
145	3.72	145*.奥运会将尿检改为血检后，中国队因全员贫血退出
146	3.72	146.花生和塑料袋一起吃，能听到一些声音，比如周围人质疑的声音。
147	3.72	147.泰坦尼克号112年来才杀死1517人，每年才13人，这是不是意味着泰坦尼克号才是最安全的载具。
148	3.72	148.当一个有趣的人死了，世界上是多了一个有趣的灵魂还是少了一个有趣的灵魂?
149	3.72	149.查寝居然查出有5.4人，仔细一看原来是两个e人。
150	3.71	150.连环杀人狂闯进翻斗花园，捅了胡图图，还劈牛爷！
151	3.71	151.“抢劫了啊！”修士大骂避雷针。
152	3.71	152.弘扬传统文化三年级二班取消奖励小红花改成立贞洁牌坊
153	3.71	153.学校为提高保研率，设计了一款4000人的大宿舍。
154	3.70	154.本院主治医师资格考试在近日增加了考项:不触发手机摇一摇
155	3.70	155.大家总是520陪女朋友过节，却很少有人在502那天陪胶水过节。
156	3.70	156.建行建远了，所以我更喜欢去农行。
157	3.70	157.完美的长辈都鼓励丁克，不完美的才叫人生。
158	3.70	158.人体80%是水，但如果100%是水，那这就是水。
159	3.69	159.“我下面稍微讲两句。”领导说完脱下了裤子。
160	3.69	169.“宝玉又抄袭人！”宝钗向贾母控诉。
161	3.69	161.小美人鱼看到王子很帅动了凡心，回到海里就开始搜索成人网站
162	3.69	162.我觉得它是三明治，他就是三明治。——《明治唯心》
163	3.69	163.误吃毒蘑菇会中毒，那故意吃是不是就没事了
164	3.69	164.枪有后坐力的话，把枪口对着自己不就没事了吗？
165	3.69	"165.证明宇宙不是计算机程序的证据，迅哥可以同时将家门口的两棵树命名为""枣树"""
166	3.69	166.老皇帝在鬼门关徘徊了好几次，太子觉得有点难崩。
167	3.68	167.北师大学生无师自通拿到北大毕业证。
168	3.68	168.“生意来了！”小红在产房突然感到肚子一阵剧痛。
169	3.68	169*.“不好，美俄法德意日奥组团来碾压华语歌坛了！”　“那英呢？？”
170	3.68	170.行车记录仪记录汽车人交配全过程
171	3.68	171*.“有哪些冷门的ABCA词语？”　“六神无主！”
172	3.68	172.现在回复微信和丢纸飞机一样，必须先哈过才敢送出去。
173	3.68	173.臭小子刚摸了岩浆又去摸眼睛我看你是欠打了
174	3.68	174.英语作业没写完昨夜通宵突击了一下把英美灭国了。
175	3.68	175.工藤新一什么都忘了，就是没忘纪晓岚
176	3.67	176.开会的时候只有18g水要分给6.02x10^23个领导该怎么分?
177	3.67	177.既然台上一分钟，台下十年功，那为什么不直接在台上练功?
178	3.67	178.电瓶车的花语是什么
179	3.67	179.唐僧师徒不小心把取得的经文弄丢在通天河，徒弟们只好劝他:“老大，西游again!”
180	3.66	180.冷知识:人的屁股上有一个孔，是为了防止食人族小孩误食。
181	3.66	181.甜甜圈是去中心化的面包。
182	3.66	182.多功能婴儿床煎炒两用
183	3.66	183.被核弹轰炸没弹出安全气囊向车厂索赔无果
184	3.66	184.磁悬浮列车扮鬼吓唬绿皮火车现已被有关部门全面禁止
185	3.66	185.ATM机防呆设计必须证明黎曼猜想才能转账
186	3.65	186.车祸现场幸运小伙忘开体积碰撞逃过一劫
187	3.65	187.被骂老不死的王老汉一怒之下出示了自己的死亡证。
188	3.65	188.这个世界出bug了，葬礼直播右上角却写着live。
189	3.65	189.清明祭祖，祖宗说外卖放门口
190	3.65	190*.决赛地点在浙大教学楼主楼姜萍却来到了教学楼六楼
191	3.65	191.积德行善的反义词是柯南行凶。
192	3.65	192.在家被老婆孩子欺压不敢吭声来公司拿领导出气
193	3.65	193.老王表演的绝技在千人剧场震惊四座，但是剩下的996人觉得还行。
194	3.65	194.王警官为了给伤者省钱，把凶手打伤后让他们拼救护车去医院。
195	3.65	195.“我让你把碳酸钠和盐酸拿来，怎么就拿来一瓶生理盐水？”“我道上混的。”
196	3.64	196.在牛肉面里吃出预先调好时间的定时炸弹，预制餐的危害你看见了吗？
197	3.64	197“酋长让你多做点肉干，赶快去干活。”　“我不干，有的是人干。”食人族厨师指着不远处的木乃伊说。
198	3.64	198.作弊的和抓作弊的是不是也叫千与千寻
199	3.64	199.我的性格很善变，上午高冷，下午茶。
200	3.63	200.我爸做儿子的经验比我还多，所以我爸更适合做我的儿子。
201	3.63	201.黑道大哥送你三千万：千万要健康，千万要幸福，一千万高利贷。
202	3.63	202.“**好重。”秦二世捂住鼻子对李斯赵高说。
203	3.63	203.哈里斯和川普的竞选策略完全不同，哈里斯相信LGBT，普信男
204	3.63	204.王警官在这次同性恋伤人案中，发现了受害人
205	3.63	205.人死后会变成星星，那么商鞅也是一种五星上将
206	3.63	206.小时候跳二维的房子，长大了跳三维的房子，也算是熬出头了
207	3.63	207.喜欢装好人的王老汉被警察发现家里冰柜装满了好人。
208	3.62	208.现在的体育考试也太不正规了，泄题这么严重，这还没考呢全校都知道要跑1000米了。
209	3.62	209.不是说凶宅房价低吗，icu里死过那么多人，怎么住icu还是那么贵
210	3.62	210.“我想去上海外国语大学。”　“国语在哪不能学，非得去海外？”
211	3.62	211.博物馆导游指着一排尸体介绍道这就是我们市历年的高考状元
212	3.62	212.　14世纪的欧洲人：坏了，我感觉我好像黑死了。　21世纪的我：坏了，我感觉我好像白活了。
213	3.62	213.小明走进螺蛳粉店里喊到:老板，我要最臭的大份!
214	3.62	214.拒绝月经羞耻，喝月经没什么羞耻的
215	3.61	215.受脱发困扰的孙悟空越来越多
216	3.61	216.患者：“医生，我身体不太舒服。”　医生：“不舒服就对了，舒服是留给死人的。”
217	3.61	217.一只来自北方的螂自我介绍名叫微蠊。
218	3.61	218.南宋是中国含金量最高的朝代。
219	3.61	219.想飞上天和太阳肩并肩在朝鲜算不算反歌
220	3.61	220.您的孩子已通过校车发货
221	3.60	221.“老这么放着也不是事儿，要不你给他挂咸鱼上试试吧。”赵高向李斯建议道。
222	3.60	222.“哥们，来喝点白的”吸血鬼划开白血病患者的脖子对同伴说。
223	3.60	223.“How my English?”　“差点is.”
224	3.60	224.大伙儿有没有适合开车时玩的游戏推荐一下？
225	3.59	225.直到被动物园里猩猩残忍分食，王老汉是一根香蕉的身份才浮出水面。
226	3.59	226.人死不能复生，所以人生不能赴死。
227	3.59	227.屁股决定脑袋，你脑袋有问题建议挂肛肠科。
228	3.59	228.英语课本怎么没有任何汉化组接活
229	3.59	229.利用酒精降温的原理来灭火。
230	3.59	230.夫妻之间出现情感危机，冥婚第二个月就开始分棺睡
231	3.59	231.睡觉也是一种咖啡，睡得越多越睡不着。
232	3.58	232.卫国国君允许子路选一个同学替死。 子路想了想，说： “宰我吧。” 于是英勇就义。
233	3.58	233.毕昇发明活字之前，我们对印刷都有刻板印象。
234	3.58	234.发生火灾时不能贪恋财物，所以逃生时携带的钱财要扔回火里
235	3.58	235.如果你觉得说“很屌”不文雅，那么你可以说“很棒”。
236	3.58	236.《马说》听起来就很不文言，应该叫《马云》。
237	3.58	237.物理学不存在了，我刚刚左脚踩着右脚，但是飞机正常起飞了。
238	3.58	238.我们宿舍有4个人，除了我还有3个人，所以4÷1=3
239	3.58	239.贝多芬误以为自己扼住了命运的咽喉，其实他只是听不见命运说话
240	3.58	240.侦探敏锐地感觉到警方逮捕的嫌疑人并非真凶，理由是悬疑片的进度条还未过半。
241	3.58	241.毕业照其实是班级的遗照
242	3.58	242.人们纷纷向汨罗江里投屈原为了纪念粽子这一美食的诞生。
243	3.58	243.商鞅看了下拉他上刑场的车：byd秦。
244	3.57	244.父母关系越来越差，我成了等离子
245	3.57	245.秦始皇不敢展开地图，因为结尾有刀
246	3.57	246.为降低雾霾现在规定抢银行一律使用无烟子弹
247	3.57	247.健身房卷钱跑路会员连夜搬抢健身教练
248	3.57	248.五岁那年打碎花瓶怕被发现从此隐姓埋名，到现在爸妈还不知道我名字
249	3.57	249.你生日的那天也是蛋糕的生日，但蛋糕却要被吃掉。
250	3.57	250.自杀其实是一种自卫，因为你杀死了想要杀死你的那个人
251	3.57	251.狄仁杰是皇帝的新一。
252	3.57	252.五百强企业面试题：如何把母亲节礼物卖给陈睿
253	3.57	253.马龙打完比赛口渴，对旁边的摊主说：“这车水马龙要了。”
254	3.57	254.只有上一届毕业生把知识都还给老师，老师才能接着教下一届学生。
255	3.57	255.我们公司非常人性化，员工加班违反了劳动法，公司从来都不会惩罚员工。
256	3.57	256.刘禅收到了相父的文书:《出师.xlsx》
257	3.56	257.皇帝问：我大清之前是什么朝代啊？臣道明。
258	3.56	258.被核弹炸了能领高温补贴吗?
259	3.56	259.长期慢性自杀说明你比较有耐心。
260	3.56	260.落枕的王老汉动起了歪脑筋
261	3.56	261.美国小学校规：带进学校的枪械上不得写有种族歧视性文字
262	3.56	262.父亲出柜给我找了个男娘
263	3.56	263.天才只是见我的门槛，就断定是大理石的。
264	3.55	264.我玩玩具父母说我幼稚，那我玩成人玩具他们还说我变态？
265	3.55	265.古时候易子而食是不是最早的分子料理？
266	3.55	266.高中的饭堂不够我吃，我决定进入大学深造。
267	3.55	267.你好，看了你的病危通知书觉得蛮合适的可以聊一下吗
268	3.55	268.“我们这里孕妇快生了！”紧急情况下机长直接把飞机撞进了医院。
269	3.55	269.为防止小朋友接触社会丑恶的一面部门规定卡通片中不许出现人类
270	3.55	270.经过长时间尸检，王警官终于确定死者不是自己。
271	3.55	271.“你是咱们村出来的第一个大学生。”老王对着刚挖开的国子监监生墓说。
272	3.55	272.河南人对我展示中指是不是在夸我。
273	3.54	273.我不喜欢自驾游，因为自游是无驾的。
274	3.54	274*.现在拜登还有核弹发射权和赦免权，为什么他不用核弹轰击两党候选人之后赦免自己
275	3.54	275.大夫：“你呼气一般呼多少？”　我：“大夫，怎么称呼？”
276	3.54	276.地球智慧生物研究报告：该行星智慧生物通过裂开头部皮肤展示两排白骨表达喜悦。
277	3.54	277.是药三分毒，那毒药是十三分毒还是三分毒
278	3.53	278.飞机上黑匣子这么牢固，干嘛不给每个乘客发一个
279	3.53	279.讲文明，忄疯
280	3.53	280.如果你觉得百事可乐很好喝，那么它其实是可口可乐。
281	3.53	281.台上三分钟，台下十年功。所以半小时长的话剧只能由百岁以上老人演。
282	3.53	282.荆轲顺手给秦始皇刺了个精忠报国。
283	3.53	283.仙人掌管仙界　仙人掌不管仙界
284	3.53	284*.如果油罐车清洗不到位，没有办法操作装了煤油后安全的装食用油，为什么不在两次之间运输一次洗洁精呢？
285	3.53	285.一村子近期连续死人，导致村口反复无常。
286	3.53	286.为救林黛玉，贾宝玉将潇湘馆改名快活林。
287	3.53	287.聋哑人的美甲是他们的口红。
288	3.53	288.方文山的词已经写好了，周杰伦狂想曲。
289	3.52	289.“空调能开热点吗？”　“空调不能开热点。”
290	3.52	290.“冷不丁？”山东朋友问我冰块掉裤子之后的感受。
291	3.52	291.苍蝇不叮无缝的蛋，说明苍蝇可以检查气密性
292	3.52	292.诺奖得主站在领奖台上吹嘘自己初中月考满分
293	3.52	293.您已被凌迟了3.8个小时，是否把这项刑罚推荐给其他囚犯?
294	3.52	294.我把一个27公斤重的铅块放门上恶搞我朋友，现在他生气不理我了怎么办？
295	3.52	295.用四个字形容刺猬：如鼠加针
296	3.52	296.“花手的花语是什么？”“不转不是中国人。”
297	3.52	297.关心则乱，安禄山只是太关心唐玄宗了。
298	3.52	298.新年到了我就来，鞭炮响完我就走，好像我才是那年兽。
299	3.52	299.学校翻墙出去是扣分，那我翻进来是不是得加分?
300	3.52	300.语文老师说我文化荒漠，数学老师说我脑子有水，所以我是个绿洲。
301	3.52	301.“你这人漏财呀！” 算命先生给耶稣看完手相说道。
302	3.50	302.“你最近说话怎么支支吾吾的。”　“心里有鬼。”宁采臣答道。
303	3.50	303.抖音员工以字节为单位
304	3.50	304.你说你有点难追，我不许你骂自己驷马
305	3.50	305.挑牛排时别选西冷和菲力，尽量选更卫生的肉眼，因为医生说“肉眼是不可能看到病菌的”
306	3.50	306.咖啡是一种让人兽性大发的饮料，人喝咖啡往往是为了更好地当牛马。
307	3.50	307.礼仪:借三角板的时候要把30度的朝向别人，否则别人会烫伤。
308	3.50	308.公寓失火，别人家的狗和你的孩子先救哪个?
309	3.50	309.几年不见你孩子都这么大啦，来过来让叔叔捅两刀
310	3.50	310.山东卫视科普节目省级专家上台讲解女人和沙袋的区别
311	3.50	311.康熙是皇帝颜值天花版。
312	3.50	312.现在已经凌晨三点多了，说什么都晚了
313	3.50	313.东北真是中国的音乐之乡，你一坐下服务员就会跟你探讨一下肖邦忙吗？
314	3.50	314.未曾想，敌人摘下帽子竟是故人
315	3.50	315.悲观者往往正确，但乐观者哈哈哈哈哈。
316	3.49	316.大胆奴才！怎么敢对陛下喊我操你🐎，应该喊我操太后。
317	3.49	317.我把简历打印在空心钢管上，希望这次投出去有回响
318	3.49	318.我知道吧主的真名了!真名叫做张原创。大家都说:弱智吧主张原创。
319	3.49	319.尸体被丢弃在井里数年待警方发现时早已成家立业
320	3.49	320.如果女人是水，那加湿器是不是雾化女性？
321	3.49	321.“你不要再天天打游戏了，要多参与现实的活动！”　“这个就是限时的活动啊！”
322	3.49	322.为什么每次进弱智吧都笑的那么开心，一定是有人从中作梗。
323	3.48	323.面对南蛮入侵，诸葛亮不慌不忙地使用了夷倒素
324	3.48	324.“我国消灭了大脖子病。”这句话用了什么样的修辞手法？——用碘
325	3.48	325.Tom住院后只有Jerry来探望，因为Jerry是他的家鼠
326	3.48	326.小明问：“听说不用再区分的地得了，老师，这是真滴吗？”　“是的”，老师纠正道。
327	3.48	327.“他脑子转得真快啊。”狙击手对川普称赞道。
328	3.48	328.婚姻是爱情的坟墓，良情择墓而栖。
329	3.48	329.由古代靠脚印破案，现代靠指纹破案，可知罪犯过去用脚作案，现在用手作案。
330	3.48	330.有人问“你是唯物主义者吗?”我回答“我觉得我是”
331	3.48	331.　双人成行　人　成　列
332	3.48	332.刚学中文的老外分不清雷和电，打群架时拿出手电威胁对方。
333	3.48	333.古人学礼教的地方是不是叫纲常科
334	3.48	334.夏侯惇看刑天——一眼看不到头
335	3.48	335.吃啥补啥，食人族酋长儿子今年高考，本来想吃几个大学生，最后还是吃了没文化的，亏。
336	3.48	336.恰恰相反，还是恰恰。
337	3.48	337.人就是一把屎枪，吃饭就是在上膛
338	3.48	338.学校不给上课睡觉，却说是梦开始的地方
339	3.48	339.出一个道教主题的格斗游戏，名字就叫真人快打吧。
340	3.48	340.刚到地府填写个人信息看见推荐人一栏男子无奈写了刽子手的名字。
341	3.48	341.小明做事没轻没重，本来想重生，结果不小心轻生了。
342	3.48	342.百岁老人揭秘长寿秘诀，把年龄改为二进制。
343	3.47	343.耶稣手上被钉子钉过，所以也叫孔圣人。
344	3.47	344.我们家含羞草受了重伤，已经变成植物植物了。
345	3.47	345.弱吧是一座精神病医院，院外的人想进来，院里的人在开篝火晚会。
346	3.47	346.十字架是最强的提神神器吧。
347	3.47	347.苏联问德国社会主义和资本主义哪个好，德云社。
348	3.47	348.老王的剑拔不出来了，因为老王的剑鞘严。
349	3.46	349.医生发明翻滚手术床，院长问他怎么做手术，他说摇滚不死。
350	3.46	350.原子弹爆炸之后，由于大气发生了光学折射，天上飘满了霓虹景。
351	3.46	351.“这里也可以坐”正准备卧轨自杀的小明把老太太扶到了铁道上。
352	3.46	352*.霍金去萝莉岛本来是要玩梅西的，结果他没出现。
353	3.46	353.　:满清八旗入关时，明朝为什么不抵抗？　:这不明摆着吗？
354	3.46	354.一切事物都具有两面性。所以并非一切事物都具有两面性。
355	3.45	355.支持日心说的王老师总为不上心的学生们操心。
356	3.45	356.关羽死后刘备悲痛欲绝苦心钻研复活关羽的办法，最终发明了live2d技术。
357	3.45	357.小明说他的人生像象棋一样，大家都以为他找到对象了，原来是得了双相。
358	3.45	358.打开卫生间的门，一股恶臭扑鼻而来。我男朋友正坐在餐厅吃螺蛳粉。
359	3.45	359.满地都是六便士，他却抬头看见了监控。
360	3.45	360.王老汉在下定决心不与弱智交谈后，终于改掉了自言自语的毛病。
361	3.45	361.蜘蛛问神为什么给它八条腿，神说你九足疑似有点太多了。
362	3.45	362.博士是某个领域的专家，但是并不博学。因此博士不该叫博士，应该叫大专。
363	3.45	363.“已经救不活了”医生在病人身上夹了块肉品尝后叹气道。
364	3.44	364.“如何用‘你’‘值得’‘被爱’造句？”　“我给你讲个事：有把小提琴被爱因斯坦拉过，价值得有51万6500美元。”
365	3.44	365.日本是一个巨大的跳蛋，它越震动我越爽。
